Year,Category,Film,Nominee,Concordance,Won
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,Don't Look Up,Claudia Moriel,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,No Time to Die,Daniel Phillips,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,The Suicide Squad,Jillian Erickson,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,The Suicide Squad,Greg Funk,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,The Suicide Squad,Heba Thorisdottir,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,The Suicide Squad,Sabrina Wilson,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Coming 2 America,Louisa Anthony,Make-Up & Hairstyling,TRUE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Coming 2 America,Carla Farmer,Make-Up & Hairstyling,TRUE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Coming 2 America,Stacey Morris,Make-Up & Hairstyling,TRUE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Coming 2 America,Victor Paz,Make-Up & Hairstyling,TRUE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,In the Heights,Annemarie Bradley-Sherron,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,In the Heights,Diedre Harris,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,In the Heights,Betsy Reyes,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,In the Heights,Valerie Velez,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,The Matrix Resurrections,Flora Moody,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,The Matrix Resurrections,Kerrie Smith,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,The Matrix Resurrections,Shunika Terry,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,No Time to Die,Daniel Phillips,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,The Suicide Squad,Michelle Diamantides,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,The Suicide Squad,Janine Rath-Thompson,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,The Suicide Squad,Kristen Saia,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Hair Styling in a Feature-Length Motion Picture,The Suicide Squad,Melizah Wheat,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Cruella,Guy Common,Make-Up & Hairstyling,TRUE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Cruella,Naomi Donne,Make-Up & Hairstyling,TRUE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Cruella,Nadia Stacey,Make-Up & Hairstyling,TRUE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Being the Ricardos,David Craig Forrest,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Being the Ricardos,Ana Lozano,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Being the Ricardos,Kyra Panchenko,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Being the Ricardos,Denise Paulson,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Dune,Rocky Faulkner,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Dune,Jo-Ann MacNeil,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Dune,Donald Mowat,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Dune,Jennifer Stanfield,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Eyes of Tammy Faye,Ashleigh Chavis-Wolfe,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Eyes of Tammy Faye,Linda Dowds,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Eyes of Tammy Faye,Renee Goodwin,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,House of Gucci,Jana Carboni,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,House of Gucci,Daniel Lawson Johnston,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,House of Gucci,Stefania Pellegini,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,House of Gucci,Sarah Tanno,Make-Up & Hairstyling,FALSE
2021,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Being the Ricardos,Lindy Dunn,Make-Up & Hairstyling,TRUE
