Year,Category,Film,Scene,Nominee,Won,Concordance
2022,Outstanding Animated Character in a Photoreal Feature,Disney's Pinocchio,,Armita Khanlarpour,FALSE,
2022,Outstanding Animated Character in a Photoreal Feature,Disney's Pinocchio,,Kyoungmin Kim,FALSE,
2022,Outstanding Animated Character in a Photoreal Feature,Slumberland,,Fernando Lopes Herrera,FALSE,
2022,Outstanding Animated Character in a Photoreal Feature,Slumberland,,Victor Dinis,FALSE,
2022,Outstanding Animated Character in a Photoreal Feature,Slumberland,,Martine Chartrand,FALSE,
2022,Outstanding Animated Character in a Photoreal Feature,Slumberland,,Lucie Martinetto,FALSE,
2022,Outstanding Animated Character in an Animated Feature,Guillermo del Toro's Pinocchio,,Oliver Beale,TRUE,
2022,Outstanding Animated Character in an Animated Feature,Guillermo del Toro's Pinocchio,,Richard Pickersgill,TRUE,
2022,Outstanding Animated Character in an Animated Feature,Guillermo del Toro's Pinocchio,,Brian Leif Hansen,TRUE,
2022,Outstanding Animated Character in an Animated Feature,Guillermo del Toro's Pinocchio,,Kim Slate,TRUE,
2022,Outstanding Animated Character in an Animated Feature,Guillermo del Toro's Pinocchio,,Charles Greenfield,FALSE,
2022,Outstanding Animated Character in an Animated Feature,Guillermo del Toro's Pinocchio,,Peter Saunders,FALSE,
2022,Outstanding Animated Character in an Animated Feature,Guillermo del Toro's Pinocchio,,Shani Lang-Rinderspacher,FALSE,
2022,Outstanding Animated Character in an Animated Feature,Guillermo del Toro's Pinocchio,,Noel Estevez-Baker,FALSE,
2022,Outstanding Animated Character in an Animated Feature,Strange World,,Leticia Gillett,FALSE,
2022,Outstanding Animated Character in an Animated Feature,Strange World,,Cameron Black,FALSE,
2022,Outstanding Animated Character in an Animated Feature,Strange World,,Dan Lipson,FALSE,
2022,Outstanding Animated Character in an Animated Feature,Strange World,,Louis Jones,FALSE,
2022,Outstanding Animated Character in an Animated Feature,Turning Red,,Christopher Bolwyn,FALSE,
2022,Outstanding Animated Character in an Animated Feature,Turning Red,,Ethan Dean,FALSE,
2022,Outstanding Animated Character in an Animated Feature,Turning Red,,Bill Sheffler,FALSE,
2022,Outstanding Animated Character in an Animated Feature,Turning Red,,Kureha Yokoo,FALSE,
2022,Outstanding Compositing and Lighting in a Feature,Avatar: The Way of Water,,Sam Cole,TRUE,
2022,Outstanding Compositing and Lighting in a Feature,Avatar: The Way of Water,,François Sugny,TRUE,
2022,Outstanding Compositing and Lighting in a Feature,Avatar: The Way of Water,,Florian Schroeder,TRUE,
2022,Outstanding Compositing and Lighting in a Feature,Avatar: The Way of Water,,Jean Matthews,TRUE,
2022,Outstanding Compositing and Lighting in a Feature,Avatar: The Way of Water,,Miguel Santana Da Silva,FALSE,
2022,Outstanding Compositing and Lighting in a Feature,Avatar: The Way of Water,,Hongfei Geng,FALSE,
2022,Outstanding Compositing and Lighting in a Feature,Avatar: The Way of Water,,Jonathan Moulin,FALSE,
2022,Outstanding Compositing and Lighting in a Feature,Avatar: The Way of Water,,Maria Corcho,FALSE,
2022,Outstanding Compositing and Lighting in a Feature,The Batman,,Beck Veitch,FALSE,
2022,Outstanding Compositing and Lighting in a Feature,The Batman,,Stephen Tong,FALSE,
2022,Outstanding Compositing and Lighting in a Feature,The Batman,,Eva Snyder,FALSE,
2022,Outstanding Compositing and Lighting in a Feature,The Batman,,Rachel E. Herbert,FALSE,
2022,Outstanding Compositing and Lighting in a Feature,Top Gun: Maverick,,Saul Davide Galbiati,FALSE,
2022,Outstanding Compositing and Lighting in a Feature,Top Gun: Maverick,,Jean-Freceric Veilleux,FALSE,
2022,Outstanding Compositing and Lighting in a Feature,Top Gun: Maverick,,Felix B. Lafontaine,FALSE,
2022,Outstanding Compositing and Lighting in a Feature,Top Gun: Maverick,,Cynthia Rodriguez del Castillo,FALSE,
2022,Outstanding Created Environment in a Photoreal Feature,Avatar: The Way of Water,,Jessica Cowley,TRUE,
2022,Outstanding Created Environment in a Photoreal Feature,Avatar: The Way of Water,,Joe W. Churchill,TRUE,
2022,Outstanding Created Environment in a Photoreal Feature,Avatar: The Way of Water,,Justin Stockton,TRUE,
2022,Outstanding Created Environment in a Photoreal Feature,Avatar: The Way of Water,,Alex Nowotny,TRUE,
2022,Outstanding Created Environment in a Photoreal Feature,Avatar: The Way of Water,,Ryan Arcus,FALSE,
2022,Outstanding Created Environment in a Photoreal Feature,Avatar: The Way of Water,,Lisa Hardisty,FALSE,
2022,Outstanding Created Environment in a Photoreal Feature,Avatar: The Way of Water,,Paul Harris,FALSE,
2022,Outstanding Created Environment in a Photoreal Feature,Avatar: The Way of Water,,TaeHyoung David Kim,FALSE,
2022,Outstanding Created Environment in a Photoreal Feature,Jurassic World Dominion,,Steve Ellis,FALSE,
2022,Outstanding Created Environment in a Photoreal Feature,Jurassic World Dominion,,Steve Hardy,FALSE,
2022,Outstanding Created Environment in a Photoreal Feature,Jurassic World Dominion,,Thomas Dohlen,FALSE,
2022,Outstanding Created Environment in a Photoreal Feature,Jurassic World Dominion,,John Seru,FALSE,
2022,Outstanding Created Environment in a Photoreal Feature,Slumberland,,Daniël Dimitri Veder,FALSE,
2022,Outstanding Created Environment in a Photoreal Feature,Slumberland,,Marc Austin,FALSE,
2022,Outstanding Created Environment in a Photoreal Feature,Slumberland,,Pavan Rajesh Uppu,FALSE,
2022,Outstanding Created Environment in a Photoreal Feature,Slumberland,,Casey Gorton,FALSE,
2022,Outstanding Created Environment in an Animated Feature,Guillermo del Toro's Pinocchio,,Warren Lawtey,TRUE,
2022,Outstanding Created Environment in an Animated Feature,Guillermo del Toro's Pinocchio,,Anjum Sakharkar,TRUE,
2022,Outstanding Created Environment in an Animated Feature,Guillermo del Toro's Pinocchio,,Javier González Alonso,TRUE,
2022,Outstanding Created Environment in an Animated Feature,Guillermo del Toro's Pinocchio,,Quinn Carvalho,TRUE,
2022,Outstanding Created Environment in an Animated Feature,Lightyear,,Lenora Acidera,FALSE,
2022,Outstanding Created Environment in an Animated Feature,Lightyear,,Amy Allen,FALSE,
2022,Outstanding Created Environment in an Animated Feature,Lightyear,,Alyssa Minko,FALSE,
2022,Outstanding Created Environment in an Animated Feature,Lightyear,,Jose L. Ramos Serrano,FALSE,
2022,Outstanding Created Environment in an Animated Feature,The Sea Beast,,Yohan Bang,FALSE,
2022,Outstanding Created Environment in an Animated Feature,The Sea Beast,,Enoch Ihde,FALSE,
2022,Outstanding Created Environment in an Animated Feature,The Sea Beast,,Denil George Chundangal,FALSE,
2022,Outstanding Created Environment in an Animated Feature,The Sea Beast,,John Wallace,FALSE,
2022,Outstanding Created Environment in an Animated Feature,Strange World,,Ki Jong Hong,FALSE,
2022,Outstanding Created Environment in an Animated Feature,Strange World,,Ryan Smith,FALSE,
2022,Outstanding Created Environment in an Animated Feature,Strange World,,Jesse Erickson,FALSE,
2022,Outstanding Created Environment in an Animated Feature,Strange World,,Benjamin Fiske,FALSE,
2022,Outstanding Created Environment in an Animated Feature,Wendell & Wild,,Tom Proost,FALSE,
2022,Outstanding Created Environment in an Animated Feature,Wendell & Wild,,Nicholas Blake,FALSE,
2022,Outstanding Created Environment in an Animated Feature,Wendell & Wild,,Colin Babcock,FALSE,
2022,Outstanding Created Environment in an Animated Feature,Wendell & Wild,,Matthew Paul Albertus Cross,FALSE,
2022,Outstanding Effects Simulations in a Photoreal Feature,Avatar: The Way of Water,,Jonathan M. Nixon,TRUE,Effects
2022,Outstanding Effects Simulations in a Photoreal Feature,Avatar: The Way of Water,,David Moraton,TRUE,Effects
2022,Outstanding Effects Simulations in a Photoreal Feature,Avatar: The Way of Water,,Nicolas Illingworth,TRUE,Effects
2022,Outstanding Effects Simulations in a Photoreal Feature,Avatar: The Way of Water,,David Caeiro Cebrian,TRUE,Effects
2022,Outstanding Effects Simulations in a Photoreal Feature,Avatar: The Way of Water,,Miguel Perez Senent,FALSE,Effects
2022,Outstanding Effects Simulations in a Photoreal Feature,Avatar: The Way of Water,,Xaxier Martin Ramirez,FALSE,Effects
2022,Outstanding Effects Simulations in a Photoreal Feature,Avatar: The Way of Water,,David Kirchner,FALSE,Effects
2022,Outstanding Effects Simulations in a Photoreal Feature,Avatar: The Way of Water,,Ole Geir Eidsheim,FALSE,Effects
2022,Outstanding Effects Simulations in a Photoreal Feature,Black Panther: Wakanda Forever,,Matthew Hanger,FALSE,Effects
2022,Outstanding Effects Simulations in a Photoreal Feature,Black Panther: Wakanda Forever,,Alexis Hall,FALSE,Effects
2022,Outstanding Effects Simulations in a Photoreal Feature,Black Panther: Wakanda Forever,,Hang Yang,FALSE,Effects
2022,Outstanding Effects Simulations in a Photoreal Feature,Black Panther: Wakanda Forever,,Mikel Zuloaga,FALSE,Effects
2022,Outstanding Effects Simulations in a Photoreal Feature,Fantastic Beasts: The Secrets of Dumbledore,,Jesse Parker Holmes,FALSE,Effects
2022,Outstanding Effects Simulations in a Photoreal Feature,Fantastic Beasts: The Secrets of Dumbledore,,Grayden Solman,FALSE,Effects
2022,Outstanding Effects Simulations in a Photoreal Feature,Fantastic Beasts: The Secrets of Dumbledore,,Toyokazu Hirai,FALSE,Effects
2022,Outstanding Effects Simulations in a Photoreal Feature,Fantastic Beasts: The Secrets of Dumbledore,,Rob Richardson,FALSE,Effects
2022,Outstanding Effects Simulations in an Animated Feature,Puss in Boots: The Last Wish,,Derek Cheung,TRUE,
2022,Outstanding Effects Simulations in an Animated Feature,Puss in Boots: The Last Wish,,Michael Losure,TRUE,
2022,Outstanding Effects Simulations in an Animated Feature,Puss in Boots: The Last Wish,,Kiem Ching Ong,TRUE,
2022,Outstanding Effects Simulations in an Animated Feature,Puss in Boots: The Last Wish,,Jinguang Huang,TRUE,
2022,Outstanding Effects Simulations in an Animated Feature,Lightyear,,Alexis Angelidis,FALSE,
2022,Outstanding Effects Simulations in an Animated Feature,Lightyear,,Chris Chapman,FALSE,
2022,Outstanding Effects Simulations in an Animated Feature,Lightyear,,Jung-Hyun Kim,FALSE,
2022,Outstanding Effects Simulations in an Animated Feature,Lightyear,,Keith Klohn,FALSE,
2022,Outstanding Effects Simulations in an Animated Feature,The Sea Beast,,Spencer Lueders,FALSE,
2022,Outstanding Effects Simulations in an Animated Feature,The Sea Beast,,Dmitriy Kolesnik,FALSE,
2022,Outstanding Effects Simulations in an Animated Feature,The Sea Beast,,Brian D. Casper,FALSE,
2022,Outstanding Effects Simulations in an Animated Feature,The Sea Beast,,Joe Eckroat,FALSE,
2022,Outstanding Effects Simulations in an Animated Feature,Strange World,,Deborah Carlson,FALSE,
2022,Outstanding Effects Simulations in an Animated Feature,Strange World,,Scott Townsend,FALSE,
2022,Outstanding Effects Simulations in an Animated Feature,Strange World,,Stuart Griese,FALSE,
2022,Outstanding Effects Simulations in an Animated Feature,Strange World,,Yasser Hamed,FALSE,
2022,Outstanding Model in a Photoreal or Animated Project,Avatar: The Way of Water,,Sam Sharplin,TRUE,
2022,Outstanding Model in a Photoreal or Animated Project,Avatar: The Way of Water,,Stephan Skorepa,TRUE,
2022,Outstanding Model in a Photoreal or Animated Project,Avatar: The Way of Water,,Ian Baker,TRUE,
2022,Outstanding Model in a Photoreal or Animated Project,Avatar: The Way of Water,,Guillaume François,TRUE,
2022,Outstanding Model in a Photoreal or Animated Project,The Sea Beast,,Maxx Okazaki,FALSE,
2022,Outstanding Model in a Photoreal or Animated Project,The Sea Beast,,Susan Kornfeld,FALSE,
2022,Outstanding Model in a Photoreal or Animated Project,The Sea Beast,,Edward Lee,FALSE,
2022,Outstanding Model in a Photoreal or Animated Project,The Sea Beast,,Doug Smith,FALSE,
2022,Outstanding Model in a Photoreal or Animated Project,Top Gun: Maverick,,Christian Peck,FALSE,
2022,Outstanding Model in a Photoreal or Animated Project,Top Gun: Maverick,,Klaudio Ladavac,FALSE,
2022,Outstanding Model in a Photoreal or Animated Project,Top Gun: Maverick,,Aram Jung,FALSE,
2022,Outstanding Model in a Photoreal or Animated Project,Top Gun: Maverick,,Peter Dominik,FALSE,
2022,Outstanding Model in a Photoreal or Animated Project,Wendell & Wild,,Peter Dahmen,FALSE,
2022,Outstanding Model in a Photoreal or Animated Project,Wendell & Wild,,Paul Harrod,FALSE,
2022,Outstanding Model in a Photoreal or Animated Project,Wendell & Wild,,Nicholas Blake,FALSE,
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Avatar: The Way of Water,,J. D. Schwalm,TRUE,Effects
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Avatar: The Way of Water,,Richie Schwalm,TRUE,Effects
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Avatar: The Way of Water,,Nick Rand,TRUE,Effects
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Avatar: The Way of Water,,Robert Spurlock,TRUE,Effects
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Black Adam,,J. D. Schwalm,FALSE,Effects
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Black Adam,,Nick Rand,FALSE,Effects
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Black Adam,,Andrew Hyde,FALSE,Effects
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Black Adam,,Andy Robot,FALSE,Effects
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,The Lord of the Rings: The Rings of Power,,Dean Clarke,FALSE,Effects
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,The Lord of the Rings: The Rings of Power,,Oliver Gee,FALSE,Effects
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,The Lord of the Rings: The Rings of Power,,Eliot Naimie,FALSE,Effects
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,The Lord of the Rings: The Rings of Power,,Mark Robson,FALSE,Effects
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Mad God,,Phil Tippett,FALSE,Effects
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Mad God,,Chris Morley,FALSE,Effects
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Mad God,,Webster Colcord,FALSE,Effects
2022,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Mad God,,Johnny McLeod,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,Thirteen Lives,,Jason Billington,TRUE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,Thirteen Lives,,Thomas Horton,TRUE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,Thirteen Lives,,Denis Baudin,TRUE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,Thirteen Lives,,Michael Harrison,TRUE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,Thirteen Lives,,Brian Cox,TRUE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,Death on the Nile,,George Murphy,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,Death on the Nile,,Claudia Dehmel,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,Death on the Nile,,Mathieu Raynault,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,Death on the Nile,,Jonathan Bowen,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,Death on the Nile,,David Watkins,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,The Fabelmans,,Pablo Helman,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,The Fabelmans,,Jennifer Mizener,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,The Fabelmans,,Cernogorods Aleksei,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,The Fabelmans,,Jeff Kalmus,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,The Fabelmans,,Mark Hawker,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,The Gray Man,,Swen Gillberg,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,The Gray Man,,Viet Luu,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,The Gray Man,,Bryan Grill,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,The Gray Man,,Cliff Welsh,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,The Gray Man,,Michael Meinardus,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,The Pale Blue Eye,,Jake Braver,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,The Pale Blue Eye,,Catherine Farrell,FALSE,Effects
2022,Outstanding Supporting Visual Effects in a Photoreal Feature,The Pale Blue Eye,,Tim Van Horn,FALSE,Effects
