Year,Category,Concordance,Film,Film_Original,Country,Nominee,Won,Role,Adapted from,Character
2009,Best Animated Film,Animated Feature-Length Film,Fantastic Mr. Fox,,United States,Wes Anderson,FALSE,Director,,
2009,Best Animated Film,Animated Feature-Length Film,Fantastic Mr. Fox,,United States,Wes Anderson,FALSE,Producer,,
2009,Best Animated Film,Animated Feature-Length Film,Fantastic Mr. Fox,,United States,Scott Rudin,FALSE,Producer,,
2009,Best Animated Film,Animated Feature-Length Film,Fantastic Mr. Fox,,United States,Allison Abbate,FALSE,Producer,,
2009,Best Animated Film,Animated Feature-Length Film,Fantastic Mr. Fox,,United States,Steven M. Rales,FALSE,Producer,,
2009,Best Short Film,Live-Action Short Film,I Do Air,,,James Bolton,TRUE,,,
2009,Best Short Film,Live-Action Short Film,I Do Air,,,Martina Amati,TRUE,,,
2009,Best Short Film,Live-Action Short Film,Jade,,,Daniel Elliott,FALSE,,,
2009,Best Short Film,Live-Action Short Film,Jade,,,Samm Haillay,FALSE,,,
2009,Best Short Film,Live-Action Short Film,Jade,,,Duane Hopkins,FALSE,,,
2009,Best Short Film,Live-Action Short Film,Mixtape,,,Luke Snellin,FALSE,,,
2009,Best Short Film,Live-Action Short Film,Mixtape,,,Luti Fagbenle,FALSE,,,
2009,Best Short Film,Live-Action Short Film,Off Season,,,Jacob Jaffke,FALSE,,,
2009,Best Short Film,Live-Action Short Film,Off Season,,,Shrihari Sathe,FALSE,,,
2009,Best Short Film,Live-Action Short Film,Off Season,,,Jonathan van Tulleken,FALSE,,,
2009,Best Short Film,Live-Action Short Film,14,,,Asitha Ameresekere,FALSE,,,
2009,Best Short Animation,Animated Short Film,Mother of Many,,,Sally Arthur,TRUE,,,
2009,Best Short Animation,Animated Short Film,Mother of Many,,,Emma Lazenby,TRUE,,,
2009,Best Short Animation,Animated Short Film,The Gruffalo,,,Michael Rose,FALSE,,,
2009,Best Short Animation,Animated Short Film,The Gruffalo,,,Martin Pope,FALSE,,,
2009,Best Short Animation,Animated Short Film,The Gruffalo,,,Jakob Schuh,FALSE,,,
2009,Best Short Animation,Animated Short Film,The Gruffalo,,,Max Lang,FALSE,,,
2009,Best Short Animation,Animated Short Film,The Happy Duckling,,,Gili Dolev,FALSE,,,
2009,"Outstanding Début by a British Writer, Director, or Producer",,Moon,,,Duncan Jones,TRUE,writer,,
2009,"Outstanding Début by a British Writer, Director, or Producer",,Moon,,,Duncan Jones,TRUE,director,,
2009,"Outstanding Début by a British Writer, Director, or Producer",,Exam,,,Stuart Hazeldine,FALSE,writer,,
2009,"Outstanding Début by a British Writer, Director, or Producer",,Exam,,,Stuart Hazeldine,FALSE,director,,
2009,"Outstanding Début by a British Writer, Director, or Producer",,Exam,,,Stuart Hazeldine,FALSE,producer,,
2009,"Outstanding Début by a British Writer, Director, or Producer",,Mugabe and the White African,,,Lucy Bailey,FALSE,director,,
2009,"Outstanding Début by a British Writer, Director, or Producer",,Mugabe and the White African,,,Andrew Thompson,FALSE,director,,
2009,"Outstanding Début by a British Writer, Director, or Producer",,Mugabe and the White African,,,Elizabeth Morgan Hemlock,FALSE,producer,,
2009,"Outstanding Début by a British Writer, Director, or Producer",,Mugabe and the White African,,,David Pearson,FALSE,producer,,
2009,"Outstanding Début by a British Writer, Director, or Producer",,Nowhere Boy,,,Sam Taylor-Wood,FALSE,director,,
2009,"Outstanding Début by a British Writer, Director, or Producer",,Shifty,,,Eran Creevy,FALSE,writer,,
2009,"Outstanding Début by a British Writer, Director, or Producer",,Shifty,,,Eran Creevy,FALSE,director,,
2009,Best Direction,Director,The Hurt Locker,,,Kathryn Bigelow,TRUE,,,
2009,Best Direction,Director,District 9,,,Neill Blomkamp,FALSE,,,
2009,Best Direction,Director,Avatar,,,James Cameron,FALSE,,,
2009,Best Direction,Director,An Education,,,Lone Scherfig,FALSE,,,
2009,Best Direction,Director,Inglourious Basterds,,,Quentin Tarantino,FALSE,,,
2009,Best Adapted Screenplay,Screenplay (Adapted),Up in the Air,,,Jason Reitman,TRUE,,Up in the Air by Walter Kirn,
2009,Best Adapted Screenplay,Screenplay (Adapted),Up in the Air,,,Sheldon Turner,TRUE,,Up in the Air by Walter Kirn,
2009,Best Adapted Screenplay,Screenplay (Adapted),District 9,,,Neill Blomkamp,FALSE,,Alive in Joburg by Neill Blomkamp,
2009,Best Adapted Screenplay,Screenplay (Adapted),District 9,,,Terri Tatchell,FALSE,,Alive in Joburg by Neill Blomkamp,
2009,Best Adapted Screenplay,Screenplay (Adapted),An Education,,,Nick Hornby,FALSE,,An Education by Lynn Barber,
2009,Best Adapted Screenplay,Screenplay (Adapted),In the Loop,,,Simon Blackwell,FALSE,,The Thick of It by Armando Iannucci,
2009,Best Adapted Screenplay,Screenplay (Adapted),In the Loop,,,Jesse Armstrong,FALSE,,The Thick of It by Armando Iannucci,
2009,Best Adapted Screenplay,Screenplay (Adapted),In the Loop,,,Armando Iannucci,FALSE,,The Thick of It by Armando Iannucci,
2009,Best Adapted Screenplay,Screenplay (Adapted),In the Loop,,,Tony Roche,FALSE,,The Thick of It by Armando Iannucci,
2009,Best Adapted Screenplay,Screenplay (Adapted),Precious,,,Geoffrey Fletcher,FALSE,,Push by Sapphire,
2009,Best Original Screenplay,Screenplay (Original),The Hurt Locker,,,Mark Boal,TRUE,,,
2009,Best Original Screenplay,Screenplay (Original),The Hangover,,,Jon Lucas,FALSE,,,
2009,Best Original Screenplay,Screenplay (Original),The Hangover,,,Scott Moore,FALSE,,,
2009,Best Original Screenplay,Screenplay (Original),Inglourious Basterds,,,Quentin Tarantino,FALSE,,,
2009,Best Original Screenplay,Screenplay (Original),A Serious Man,,,Joel Coen,FALSE,,,
2009,Best Original Screenplay,Screenplay (Original),A Serious Man,,,Ethan Coen,FALSE,,,
2009,Best Original Screenplay,Screenplay (Original),Up,,,Pete Docter,FALSE,,,
2009,Best Original Screenplay,Screenplay (Original),Up,,,Bob Peterson,FALSE,,,
2009,Best Actor in a Leading Role,Actor in a Leading Role,A Single Man,,,Colin Firth,TRUE,,,George Falconer
2009,Best Actor in a Leading Role,Actor in a Leading Role,Crazy Heart,,,Jeff Bridges,FALSE,,,"Otis ""Bad"" Blake"
2009,Best Actor in a Leading Role,Actor in a Leading Role,Up in the Air,,,George Clooney,FALSE,,,Ryan Bingham
2009,Best Actor in a Leading Role,Actor in a Leading Role,The Hurt Locker,,,Jeremy Renner,FALSE,,,SFC. William James
2009,Best Actor in a Leading Role,Actor in a Leading Role,Sex & Drugs & Rock & Roll,,,Andy Serkis,FALSE,,,Ian Dury
2009,Best Actress in a Leading Role,Actress in a Leading Role,An Education,,,Carey Mulligan,TRUE,,,Jenny Mellor
2009,Best Actress in a Leading Role,Actress in a Leading Role,The Lovely Bones,,,Saoirse Ronan,FALSE,,,Susie Salmon
2009,Best Actress in a Leading Role,Actress in a Leading Role,Precious,,,Gabourey Sidibe,FALSE,,,"Claireece ""Precious"" Jones"
2009,Best Actress in a Leading Role,Actress in a Leading Role,Julie & Julia,,,Meryl Streep,FALSE,,,Julia Child
2009,Best Actress in a Leading Role,Actress in a Leading Role,Coco Before Chanel,,,Audrey Tautou,FALSE,,,Coco Chanel
2009,Best Actor in a Supporting Role,Actor in a Supporting Role,Inglourious Basterds,,,Christoph Waltz,TRUE,,,Col. Hans Landa
2009,Best Actor in a Supporting Role,Actor in a Supporting Role,It's Complicated,,,Alec Baldwin,FALSE,,,Jacob Adler
2009,Best Actor in a Supporting Role,Actor in a Supporting Role,Me and Orson Welles,,,Christian McKay,FALSE,,,Orson Welles
2009,Best Actor in a Supporting Role,Actor in a Supporting Role,An Education,,,Alfred Molina,FALSE,,,Jack Miller
2009,Best Actor in a Supporting Role,Actor in a Supporting Role,The Lovely Bones,,,Stanley Tucci,FALSE,,,George Harvey
2009,Best Actress in a Supporting Role,Actress in a Supporting Role,Precious,,,Mo'Nique,TRUE,,,Mary Lee Johnston
2009,Best Actress in a Supporting Role,Actress in a Supporting Role,Nowhere Boy,,,Anne-Marie Duff,FALSE,,,Julia Lennon
2009,Best Actress in a Supporting Role,Actress in a Supporting Role,Up in the Air,,,Vera Farmiga,FALSE,,,Alex Goran
2009,Best Actress in a Supporting Role,Actress in a Supporting Role,,,,Anna Kendrick,FALSE,,,Natalie Keener
2009,Best Actress in a Supporting Role,Actress in a Supporting Role,Nowhere Boy,,,Kristin Scott Thomas,FALSE,,,Mimi Smith
2009,Best Cinematography,Cinematography,The Hurt Locker,,,Barry Ackroyd,TRUE,,,
2009,Best Cinematography,Cinematography,The Road,,,Javier Aguirresarobe,FALSE,,,
2009,Best Cinematography,Cinematography,Avatar,,,Mauro Fiore,FALSE,,,
2009,Best Cinematography,Cinematography,District 9,,,Trent Opaloch,FALSE,,,
2009,Best Cinematography,Cinematography,Inglourious Basterds,,,Robert Richardson,FALSE,,,
2009,Best Editing,Film Editing,In Bruges,,,Jon Gregory,FALSE,,,
2009,Best Editing,Film Editing,The Hurt Locker,,,Chris Innis,TRUE,,,
2009,Best Editing,Film Editing,The Hurt Locker,,,Bob Murawski,TRUE,,,
2009,Best Editing,Film Editing,Avatar,,,James Cameron,FALSE,,,
2009,Best Editing,Film Editing,Avatar,,,John Refoua,FALSE,,,
2009,Best Editing,Film Editing,Avatar,,,Stephen E. Rivkin,FALSE,,,
2009,Best Editing,Film Editing,District 9,,,Julian Clarke,FALSE,,,
2009,Best Editing,Film Editing,Inglourious Basterds,,,Sally Menke,FALSE,,,
2009,Best Editing,Film Editing,Up in the Air,,,Dana E. Glauberman,FALSE,,,
2009,Best Costume Design,Costuming,The Young Victoria,,,Sandy Powell,TRUE,,,
2009,Best Costume Design,Costuming,Bright Star,,,Janet Patterson,FALSE,,,
2009,Best Costume Design,Costuming,Coco Before Chanel (Coco avant Chanel),,,Catherine Leterrier,FALSE,,,
2009,Best Costume Design,Costuming,An Education,,,Odile Dicks-Mireaux,FALSE,,,
2009,Best Costume Design,Costuming,A Single Man,,,Arianne Phillips,FALSE,,,
2009,Best Production Design,Art Direction,Avatar,,,Rick Carter,TRUE,,,
2009,Best Production Design,Art Direction,Avatar,,,Robert Stromberg,TRUE,,,
2009,Best Production Design,Art Direction,Avatar,,,Kim Sinclair,TRUE,,,
2009,Best Production Design,Art Direction,District 9,,,Philip Ivey,FALSE,,,
2009,Best Production Design,Art Direction,District 9,,,Guy Potgieter,FALSE,,,
2009,Best Production Design,Art Direction,Harry Potter and the Half-Blood Prince,,,Stuart Craig,FALSE,,,
2009,Best Production Design,Art Direction,Harry Potter and the Half-Blood Prince,,,Stephenie McMillan,FALSE,,,
2009,Best Production Design,Art Direction,The Imaginarium of Doctor Parnassus,,,Dave Warren,FALSE,,,
2009,Best Production Design,Art Direction,The Imaginarium of Doctor Parnassus,,,Anastasia Masaro,FALSE,,,
2009,Best Production Design,Art Direction,The Imaginarium of Doctor Parnassus,,,Caroline Smith,FALSE,,,
2009,Best Production Design,Art Direction,Inglourious Basterds,,,David,FALSE,,,
2009,Best Production Design,Art Direction,Inglourious Basterds,,,Sandy Reynolds-Wasco,FALSE,,,
2009,Best Make-up and Hair,Make-Up & Hairstyling,The Young Victoria,,,Jenny Shircore,TRUE,,,
2009,Best Make-up and Hair,Make-Up & Hairstyling,Coco Before Chanel,,,Madeleine Cofano,FALSE,,,
2009,Best Make-up and Hair,Make-Up & Hairstyling,Coco Before Chanel,,,Jane Milon,FALSE,,,
2009,Best Make-up and Hair,Make-Up & Hairstyling,Coco Before Chanel,,,Thi Thanh Tu Nguyen,FALSE,,,
2009,Best Make-up and Hair,Make-Up & Hairstyling,An Education,,,Elizabeth Yianni-Georgiou,FALSE,,,
2009,Best Make-up and Hair,Make-Up & Hairstyling,The Imaginarium of Doctor Parnassus,,,Sarah Monzani,FALSE,,,
2009,Best Make-up and Hair,Make-Up & Hairstyling,Nine,,,Peter Swords King,FALSE,,,
2009,Best Original Music,Original Score,Up,,,Michael Giacchino,TRUE,,,
2009,Best Original Music,Original Score,Avatar,,,James Horner,FALSE,,,
2009,Best Original Music,Original Score,Crazy Heart,,,T Bone Burnett,FALSE,,,
2009,Best Original Music,Original Score,Crazy Heart,,,Stephen Bruton,FALSE,,,
2009,Best Original Music,Original Score,Fantastic Mr. Fox,,,Alexandre Desplat,FALSE,,,
2009,Best Original Music,Original Score,Sex & Drugs & Rock & Roll,,,Chaz Jankel,FALSE,,,
2009,Best Sound,Sound Mixing,The Hurt Locker,,,Ray Beckett,TRUE,,,
2009,Best Sound,Sound Mixing,The Hurt Locker,,,Paul N. J. Ottosson,TRUE,,,
2009,Best Sound,Sound Mixing,Avatar,,,Christopher Boyes,FALSE,,,
2009,Best Sound,Sound Mixing,Avatar,,,Gary Summers,FALSE,,,
2009,Best Sound,Sound Mixing,Avatar,,,Andy Nelson,FALSE,,,
2009,Best Sound,Sound Mixing,Avatar,,,Tony Johnson,FALSE,,,
2009,Best Sound,Sound Mixing,Avatar,,,Addison Teague,FALSE,,,
2009,Best Sound,Sound Mixing,District 9,,,Brent Burge,FALSE,,,
2009,Best Sound,Sound Mixing,District 9,,,Chris Ward,FALSE,,,
2009,Best Sound,Sound Mixing,District 9,,,Dave Whitehead,FALSE,,,
2009,Best Sound,Sound Mixing,District 9,,,Michael Hedges,FALSE,,,
2009,Best Sound,Sound Mixing,District 9,,,Ken Saville,FALSE,,,
2009,Best Sound,Sound Mixing,Star Trek,,,Peter J. Devlin,FALSE,,,
2009,Best Sound,Sound Mixing,Star Trek,,,Andy Nelson,FALSE,,,
2009,Best Sound,Sound Mixing,Star Trek,,,Anna Behlmer,FALSE,,,
2009,Best Sound,Sound Mixing,Star Trek,,,Mark Stoeckinger,FALSE,,,
2009,Best Sound,Sound Mixing,Star Trek,,,Ben Burtt,FALSE,,,
2009,Best Sound,Sound Mixing,Up,,,Tom Myers,FALSE,,,
2009,Best Sound,Sound Mixing,Up,,,Michael Silvers,FALSE,,,
2009,Best Sound,Sound Mixing,Up,,,Michael Semanick,FALSE,,,
2009,Best Special Visual Effects,Effects,Avatar,,,Joe Letteri,TRUE,,,
2009,Best Special Visual Effects,Effects,Avatar,,,Stephen Rosenbaum,TRUE,,,
2009,Best Special Visual Effects,Effects,Avatar,,,Richard Baneham,TRUE,,,
2009,Best Special Visual Effects,Effects,Avatar,,,Andrew R. Jones,TRUE,,,
2009,Best Special Visual Effects,Effects,District 9,,,Dan Kaufman,FALSE,,,
2009,Best Special Visual Effects,Effects,District 9,,,Peter Muyzers,FALSE,,,
2009,Best Special Visual Effects,Effects,District 9,,,Robert Habros,FALSE,,,
2009,Best Special Visual Effects,Effects,District 9,,,Matt Aitken,FALSE,,,
2009,Best Special Visual Effects,Effects,Harry Potter and the Half-Blood Prince,,,John Richardson,FALSE,,,
2009,Best Special Visual Effects,Effects,Harry Potter and the Half-Blood Prince,,,Tim Burke,FALSE,,,
2009,Best Special Visual Effects,Effects,Harry Potter and the Half-Blood Prince,,,Tim Alexander,FALSE,,,
2009,Best Special Visual Effects,Effects,Harry Potter and the Half-Blood Prince,,,Nicolas Aithadi,FALSE,,,
2009,Best Special Visual Effects,Effects,The Hurt Locker,,,Richard Stutsman,FALSE,,,
2009,Best Special Visual Effects,Effects,Star Trek,,,Roger Guyett,FALSE,,,
2009,Best Special Visual Effects,Effects,Star Trek,,,Russell Earl,FALSE,,,
2009,Best Special Visual Effects,Effects,Star Trek,,,Paul Kavanagh,FALSE,,,
2009,Best Special Visual Effects,Effects,Star Trek,,,Burt Dalton,FALSE,,,
2009,Rising Star Award,,,,,Kristen Stewart,TRUE,,,
2009,Rising Star Award,,,,,Jesse Eisenberg,FALSE,,,
2009,Rising Star Award,,,,,Nicholas Hoult,FALSE,,,
2009,Rising Star Award,,,,,Carey Mulligan,FALSE,,,
2009,Rising Star Award,,,,,Tahar Rahim,FALSE,,,
2008,Best Film,Live-Action Feature-Length Film,Slumdog Millionaire,,United Kingdom,Danny Boyle,TRUE,Director,,
2008,Best Film,Live-Action Feature-Length Film,Slumdog Millionaire,,United Kingdom,Christian Colson,TRUE,Producer,,
2008,Best Film,Live-Action Feature-Length Film,The Curious Case of Benjamin Button,,United States,David Fincher,FALSE,Director,,
2008,Best Film,Live-Action Feature-Length Film,The Curious Case of Benjamin Button,,United States,Kathleen Kennedy,FALSE,Producer,,
2008,Best Film,Live-Action Feature-Length Film,The Curious Case of Benjamin Button,,United States,Frank Marshall,FALSE,Producer,,
2008,Best Film,Live-Action Feature-Length Film,The Curious Case of Benjamin Button,,United States,Ray Stark,FALSE,Producer,,
2008,Best Film,Live-Action Feature-Length Film,Frost/Nixon,,"United States
United Kingdom",Ron Howard,FALSE,Director,,
2008,Best Film,Live-Action Feature-Length Film,Frost/Nixon,,"United States
United Kingdom",Ron Howard,FALSE,Producer,,
2008,Best Film,Live-Action Feature-Length Film,Frost/Nixon,,"United States
United Kingdom",Brian Grazer,FALSE,Producer,,
2008,Best Film,Live-Action Feature-Length Film,Frost/Nixon,,"United States
United Kingdom",Tim Bevan,FALSE,Producer,,
2008,Best Film,Live-Action Feature-Length Film,Frost/Nixon,,"United States
United Kingdom",Eric Fellner,FALSE,Producer,,
2008,Best Film,Live-Action Feature-Length Film,Milk,,United States,Gus Van Sant,FALSE,Director,,
2008,Best Film,Live-Action Feature-Length Film,Milk,,United States,Dan Jinks,FALSE,Producer,,
2008,Best Film,Live-Action Feature-Length Film,Milk,,United States,Bruce Cohen,FALSE,Producer,,
2008,Best Film,Live-Action Feature-Length Film,The Reader,,"United States
Germany",Stephen Daldry,FALSE,Director,,
2008,Best Film,Live-Action Feature-Length Film,The Reader,,"United States
Germany",Anthony Minghella,FALSE,Producer,,
2008,Best Film,Live-Action Feature-Length Film,The Reader,,"United States
Germany",Sydney Pollack,FALSE,Producer,,
2008,Best Film,Live-Action Feature-Length Film,The Reader,,"United States
Germany",Scott Rudin,FALSE,Producer,,
2008,Outstanding British Film,,Man on Wire,,United Kingdom,James Marsh,TRUE,Director,,
2008,Outstanding British Film,,Man on Wire,,United Kingdom,Simon Chinn,TRUE,Producer,,
2008,Outstanding British Film,,Hunger,,United Kingdom,Steve McQueen,FALSE,Director,,
2008,Outstanding British Film,,Hunger,,United Kingdom,Laura Hastings-Smith,FALSE,Producer,,
2008,Outstanding British Film,,Hunger,,United Kingdom,Robin Gutch,FALSE,Producer,,
2008,Outstanding British Film,,In Bruges,,United Kingdom,Martin McDonagh,FALSE,Director,,
2008,Outstanding British Film,,In Bruges,,United Kingdom,Graham Broadbent,FALSE,Producer,,
2008,Outstanding British Film,,In Bruges,,United Kingdom,Peter Czernin,FALSE,Producer,,
2008,Outstanding British Film,,Mamma Mia!,,United Kingdom,Phyllida Lloyd,FALSE,Director,,
2008,Outstanding British Film,,Mamma Mia!,,United Kingdom,Judy Craymer,FALSE,Producer,,
2008,Outstanding British Film,,Mamma Mia!,,United Kingdom,Benny Andersson,FALSE,Producer,,
2008,Outstanding British Film,,Mamma Mia!,,United Kingdom,Björn Ulvaeus,FALSE,Producer,,
2008,Outstanding British Film,,Mamma Mia!,,United Kingdom,Phyllida Lloyd,FALSE,Producer,,
