Year,Category,Concordance,Film,Film_Original,Country,Nominee,Won,Role,Adapted from,Character
2022,Best Direction,Director,The Woman King,,,Gina Prince-Bythewood,FALSE,,,
2022,Best Documentary,Documentary Film,Navalny,,,Daniel Roher,TRUE,,,
2022,Best Documentary,Documentary Film,Navalny,,,Diane Becker,TRUE,,,
2022,Best Documentary,Documentary Film,Navalny,,,Shane Boris,TRUE,,,
2022,Best Documentary,Documentary Film,Navalny,,,Melanie Miller,TRUE,,,
2022,Best Documentary,Documentary Film,Navalny,,,Odessa Rae,TRUE,,,
2022,Best Documentary,Documentary Film,All That Breathes,,,Shaunak Sen,FALSE,,,
2022,Best Documentary,Documentary Film,All That Breathes,,,Teddy Leifer,FALSE,,,
2022,Best Documentary,Documentary Film,All That Breathes,,,Arnan Mann,FALSE,,,
2022,Best Documentary,Documentary Film,All the Beauty and the Bloodshed,,,Laura Poitras,FALSE,,,
2022,Best Documentary,Documentary Film,All the Beauty and the Bloodshed,,,Howard Gertler,FALSE,,,
2022,Best Documentary,Documentary Film,All the Beauty and the Bloodshed,,,Nan Goldin,FALSE,,,
2022,Best Documentary,Documentary Film,All the Beauty and the Bloodshed,,,Yoni Golijov,FALSE,,,
2022,Best Documentary,Documentary Film,All the Beauty and the Bloodshed,,,John Lyons,FALSE,,,
2022,Best Documentary,Documentary Film,Fire of Love,,,Sara Dosa,FALSE,,,
2022,Best Documentary,Documentary Film,Fire of Love,,,Shane Boris,FALSE,,,
2022,Best Documentary,Documentary Film,Fire of Love,,,Ina Fichman,FALSE,,,
2022,Best Documentary,Documentary Film,Moonage Daydream,,,Brett Morgan,FALSE,,,
2022,Best Editing,Film Editing,Everything Everywhere All at Once,,,Paul Rogers,TRUE,,,
2022,Best Editing,Film Editing,All Quiet on the Western Front,Im Westen Nichts Neues,,Sven Budelmann,FALSE,,,
2022,Best Editing,Film Editing,The Banshees of Inisherin,,,Mikkel E. G. Nielsen,FALSE,,,
2022,Best Editing,Film Editing,Elvis,,,Jonathan Redmond,FALSE,,,
2022,Best Editing,Film Editing,Elvis,,,Matt Villa,FALSE,,,
2022,Best Editing,Film Editing,Top Gun: Maverick,,,Eddie Hamilton,FALSE,,,
2022,Best Film,Live-Action Feature-Length Film,All Quiet on the Western Front,Im Westen Nichts Neues,"Germany
United States",Malte Grunert,TRUE,Producer,,
2022,Best Film,Live-Action Feature-Length Film,All Quiet on the Western Front,Im Westen Nichts Neues,"Germany
United States",Edward Berger,TRUE,Director,,
2022,Best Film,Live-Action Feature-Length Film,The Banshees of Inisherin,,"Ireland
United Kingdom
United States",Graham Broadbent,FALSE,Producer,,
2022,Best Film,Live-Action Feature-Length Film,The Banshees of Inisherin,,"Ireland
United Kingdom
United States",Peter Czernin,FALSE,Producer,,
2022,Best Film,Live-Action Feature-Length Film,The Banshees of Inisherin,,"Ireland
United Kingdom
United States",Martin McDonagh,FALSE,Producer,,
2022,Best Film,Live-Action Feature-Length Film,The Banshees of Inisherin,,"Ireland
United Kingdom
United States",Martin McDonagh,FALSE,Director,,
2022,Best Film,Live-Action Feature-Length Film,Elvis,,"Australia
United States",Gail Berman,FALSE,Producer,,
2022,Best Film,Live-Action Feature-Length Film,Elvis,,"Australia
United States",Baz Luhrmann,FALSE,Producer,,
2022,Best Film,Live-Action Feature-Length Film,Elvis,,"Australia
United States",Baz Luhrmann,FALSE,Director,,
2022,Best Film,Live-Action Feature-Length Film,Elvis,,"Australia
United States",Catherine Martin,FALSE,Producer,,
2022,Best Film,Live-Action Feature-Length Film,Elvis,,"Australia
United States",Patrick McCormick,FALSE,Producer,,
2022,Best Film,Live-Action Feature-Length Film,Elvis,,"Australia
United States",Schuyler Weiss,FALSE,Producer,,
2022,Best Film,Live-Action Feature-Length Film,Everything Everywhere All at Once,,United States,Daniel Kwan,FALSE,Producer,,
2022,Best Film,Live-Action Feature-Length Film,Everything Everywhere All at Once,,United States,Daniel Kwan,FALSE,Director,,
2022,Best Film,Live-Action Feature-Length Film,Everything Everywhere All at Once,,United States,Daniel Scheinert,FALSE,Producer,,
2022,Best Film,Live-Action Feature-Length Film,Everything Everywhere All at Once,,United States,Daniel Scheinert,FALSE,Director,,
2022,Best Film,Live-Action Feature-Length Film,Everything Everywhere All at Once,,United States,Jonathan Wang,FALSE,Producer,,
2022,Best Film,Live-Action Feature-Length Film,Tár,,"United States
Germany",Todd Field,FALSE,Director,,
2022,Best Film,Live-Action Feature-Length Film,Tár,,"United States
Germany",Todd Field,FALSE,Producer,,
2022,Best Film,Live-Action Feature-Length Film,Tár,,"United States
Germany",Scott Lambert,FALSE,Producer,,
2022,Best Film,Live-Action Feature-Length Film,Tár,,"United States
Germany",Alexandra Milchan,FALSE,Producer,,
2022,Best Film Not in the English Language,Foreign Film,All Quiet on the Western Front,Im Westen Nichts Neues,Germany,Edward Berger,TRUE,Director,,
2022,Best Film Not in the English Language,Foreign Film,All Quiet on the Western Front,Im Westen Nichts Neues,Germany,Edward Berger,TRUE,Producer,,
2022,Best Film Not in the English Language,Foreign Film,All Quiet on the Western Front,Im Westen Nichts Neues,Germany,Malte Grunert,TRUE,Producer,,
2022,Best Film Not in the English Language,Foreign Film,"Argentina, 1985",,Argentina,Santiago Mitre,FALSE,Director,,
2022,Best Film Not in the English Language,Foreign Film,"Argentina, 1985",,Argentina,Santiago Mitre,FALSE,Producer,,
2022,Best Film Not in the English Language,Foreign Film,Corsage,,"Austria
Germany
Luxembourg
France",Marie Kreutzer,FALSE,Director,,
2022,Best Film Not in the English Language,Foreign Film,Corsage,,"Austria
Germany
Luxembourg
France",Marie Kreutzer,FALSE,Producer,,
2022,Best Film Not in the English Language,Foreign Film,Decision to Leave,"헤어질 결심, 헤어질 決心",South Korea,Chan-wook Park,FALSE,Director,,
2022,Best Film Not in the English Language,Foreign Film,Decision to Leave,"헤어질 결심, 헤어질 決心",South Korea,Chan-wook Park,FALSE,Producer,,
2022,Best Film Not in the English Language,Foreign Film,Decision to Leave,"헤어질 결심, 헤어질 決心",South Korea,Dae-seok Ko,FALSE,Producer,,
2022,Best Film Not in the English Language,Foreign Film,The Quiet Girl,An Cailín Ciúin,Ireland,Colm Bairéad,FALSE,Director,,
2022,Best Film Not in the English Language,Foreign Film,The Quiet Girl,An Cailín Ciúin,Ireland,Colm Bairéad,FALSE,Producer,,
2022,Best Film Not in the English Language,Foreign Film,The Quiet Girl,An Cailín Ciúin,Ireland,Cleona Ní Chrualaoí,FALSE,Producer,,
2022,Best Make-up and Hair,Make-Up & Hairstyling,Elvis,,,Jason Baird,TRUE,,,
2022,Best Make-up and Hair,Make-Up & Hairstyling,Elvis,,,Mark Coulier,TRUE,,,
2022,Best Make-up and Hair,Make-Up & Hairstyling,Elvis,,,Louise Coulston,TRUE,,,
2022,Best Make-up and Hair,Make-Up & Hairstyling,Elvis,,,Shane Thomas,TRUE,,,
2022,Best Make-up and Hair,Make-Up & Hairstyling,All Quiet on the Western Front,Im Westen Nichts Neues,,Heike Merker,FALSE,,,
2022,Best Make-up and Hair,Make-Up & Hairstyling,The Batman,,,Naomi Donne,FALSE,,,
2022,Best Make-up and Hair,Make-Up & Hairstyling,The Batman,,,Mike Marino,FALSE,,,
2022,Best Make-up and Hair,Make-Up & Hairstyling,The Batman,,,Zoe Tahir,FALSE,,,
2022,Best Make-up and Hair,Make-Up & Hairstyling,Roald Dahl's 'Matilda': The Musical,,,Naomi Donne,FALSE,,,
2022,Best Make-up and Hair,Make-Up & Hairstyling,Roald Dahl's 'Matilda': The Musical,,,Barrie Gower,FALSE,,,
2022,Best Make-up and Hair,Make-Up & Hairstyling,Roald Dahl's 'Matilda': The Musical,,,Sharon Martin,FALSE,,,
2022,Best Make-up and Hair,Make-Up & Hairstyling,The Whale,,,Anne Marie Bradley,FALSE,,,
2022,Best Make-up and Hair,Make-Up & Hairstyling,The Whale,,,Judy Chin,FALSE,,,
2022,Best Make-up and Hair,Make-Up & Hairstyling,The Whale,,,Adrien Morot,FALSE,,,
2022,Best Original Music,Original Score,All Quiet on the Western Front,Im Westen Nichts Neues,,Volker Bertlemann,TRUE,,,
2022,Best Original Music,Original Score,Babylon,,,Justin Hurwitz,FALSE,,,
2022,Best Original Music,Original Score,The Banshees of Inisherin,,,Carter Burwell,FALSE,,,
2022,Best Original Music,Original Score,Everything Everywhere All at Once,,,Son Lux,FALSE,,,
2022,Best Original Music,Original Score,Guillermo del Toro's 'Pinocchio',,,Alexandre Desplat,FALSE,,,
2022,Best Original Screenplay,Screenplay (Original),The Banshees of Inisherin,,,Martin McDonagh,TRUE,,,
2022,Best Original Screenplay,Screenplay (Original),Everything Everywhere All at Once,,,Daniel Kwan,FALSE,,,
2022,Best Original Screenplay,Screenplay (Original),Everything Everywhere All at Once,,,Daniel Scheinert,FALSE,,,
2022,Best Original Screenplay,Screenplay (Original),The Fabelmans,,,Tony Kushner,FALSE,,,
2022,Best Original Screenplay,Screenplay (Original),The Fabelmans,,,Steven Spielberg,FALSE,,,
2022,Best Original Screenplay,Screenplay (Original),Tár,,,Todd Field,FALSE,,,
2022,Best Original Screenplay,Screenplay (Original),Triangle of Sadness,,,Ruben Östlund,FALSE,,,
2022,Best Production Design,Art Direction,Babylon,,,Florencia Martin,TRUE,,,
2022,Best Production Design,Art Direction,Babylon,,,Anthony Carlino,TRUE,,,
2022,Best Production Design,Art Direction,All Quiet on the Western Front,Im Westen Nichts Neues,,Christian M. Goldbeck,FALSE,,,
2022,Best Production Design,Art Direction,All Quiet on the Western Front,Im Westen Nichts Neues,,Ernestine Hipper,FALSE,,,
2022,Best Production Design,Art Direction,The Batman,,,James Chinlund,FALSE,,,
2022,Best Production Design,Art Direction,The Batman,,,Lee Sandales,FALSE,,,
2022,Best Production Design,Art Direction,Elvis,,,Catherine Martin,FALSE,,,
2022,Best Production Design,Art Direction,Elvis,,,Karen Murphy,FALSE,,,
2022,Best Production Design,Art Direction,Elvis,,,Bev Dunn,FALSE,,,
2022,Best Production Design,Art Direction,Guillermo del Toro's 'Pinocchio',,,Curt Enderle,FALSE,,,
2022,Best Production Design,Art Direction,Guillermo del Toro's 'Pinocchio',,,Guy Davis,FALSE,,,
2022,Best Short Animation,Animated Short Film,"The Boy, the Mole, the Fox, and the Horse",,,Peter Baynton,TRUE,,,
2022,Best Short Animation,Animated Short Film,"The Boy, the Mole, the Fox, and the Horse",,,Charlie Mackesy,TRUE,,,
2022,Best Short Animation,Animated Short Film,"The Boy, the Mole, the Fox, and the Horse",,,Cara Speiler,TRUE,,,
2022,Best Short Animation,Animated Short Film,"The Boy, the Mole, the Fox, and the Horse",,,Hannah Minghella,TRUE,,,
2022,Best Short Animation,Animated Short Film,Middle Watch,,,John Stevenson,FALSE,,,
2022,Best Short Animation,Animated Short Film,Middle Watch,,,Aiesha Penwarden,FALSE,,,
2022,Best Short Animation,Animated Short Film,Middle Watch,,,Giles Healy,FALSE,,,
2022,Best Short Animation,Animated Short Film,Your Mountain Is Waiting,,,Hannah Jacobs,FALSE,,,
2022,Best Short Animation,Animated Short Film,Your Mountain Is Waiting,,,Zoe Muslim,FALSE,,,
2022,Best Short Animation,Animated Short Film,Your Mountain Is Waiting,,,Harriet Gillian,FALSE,,,
2022,Best Short Film,Live-Action Short Film,An Irish Goodbye,,,Tom Berkeley,TRUE,,,
2022,Best Short Film,Live-Action Short Film,An Irish Goodbye,,,Ross White,TRUE,,,
2022,Best Short Film,Live-Action Short Film,The Ballad of Olive Morris,,,Alex Kayode-Kay,FALSE,,,
2022,Best Short Film,Live-Action Short Film,Bazigaga,,,Jo Ingabire Moys,FALSE,,,
2022,Best Short Film,Live-Action Short Film,Bazigaga,,,Stephanie Charmail,FALSE,,,
2022,Best Short Film,Live-Action Short Film,Bus Girl,,,Jessica Henwick,FALSE,,,
2022,Best Short Film,Live-Action Short Film,Bus Girl,,,Louise Palmkvist Hansen,FALSE,,,
2022,Best Short Film,Live-Action Short Film,A Drifting Up,,,Jacob Lee,FALSE,,,
2022,Best Sound,Sound Mixing,All Quiet on the Western Front,Im Westen Nichts Neues,,Lars Ginzsel,TRUE,,,
2022,Best Sound,Sound Mixing,All Quiet on the Western Front,Im Westen Nichts Neues,,Frank Kruse,TRUE,,,
2022,Best Sound,Sound Mixing,All Quiet on the Western Front,Im Westen Nichts Neues,,Viktor Prášil,TRUE,,,
2022,Best Sound,Sound Mixing,All Quiet on the Western Front,Im Westen Nichts Neues,,Markus Stemler,TRUE,,,
2022,Best Sound,Sound Mixing,Avatar: The Way of Water,,,Christopher Boyes,FALSE,,,
2022,Best Sound,Sound Mixing,Avatar: The Way of Water,,,Michael Hedges,FALSE,,,
2022,Best Sound,Sound Mixing,Avatar: The Way of Water,,,Julian Howarth,FALSE,,,
2022,Best Sound,Sound Mixing,Avatar: The Way of Water,,,Gary Summers,FALSE,,,
2022,Best Sound,Sound Mixing,Avatar: The Way of Water,,,Gwendolyn Yates Whittle,FALSE,,,
2022,Best Sound,Sound Mixing,Elvis,,,Michael Keller,FALSE,,,
2022,Best Sound,Sound Mixing,Elvis,,,David Lee,FALSE,,,
2022,Best Sound,Sound Mixing,Elvis,,,Andy Nelson,FALSE,,,
2022,Best Sound,Sound Mixing,Elvis,,,Wayne Pashley,FALSE,,,
2022,Best Sound,Sound Mixing,Tár,,,Deb Adair,FALSE,,,
2022,Best Sound,Sound Mixing,Tár,,,Stephen Griffiths,FALSE,,,
2022,Best Sound,Sound Mixing,Tár,,,Andy Shelley,FALSE,,,
2022,Best Sound,Sound Mixing,Tár,,,Steve Single,FALSE,,,
2022,Best Sound,Sound Mixing,Tár,,,Roland Winke,FALSE,,,
2022,Best Sound,Sound Mixing,Top Gun: Maverick,,,Chris Burdon,FALSE,,,
2022,Best Sound,Sound Mixing,Top Gun: Maverick,,,James H. Mather,FALSE,,,
2022,Best Sound,Sound Mixing,Top Gun: Maverick,,,Al Nelson,FALSE,,,
2022,Best Sound,Sound Mixing,Top Gun: Maverick,,,Mark Taylor,FALSE,,,
2022,Best Sound,Sound Mixing,Top Gun: Maverick,,,Mark Weingarten,FALSE,,,
2022,Best Special Visual Effects,Effects,Avatar: The Way of Water,,,Richard Baneham,TRUE,,,
2022,Best Special Visual Effects,Effects,Avatar: The Way of Water,,,Daniel Barrett,TRUE,,,
2022,Best Special Visual Effects,Effects,Avatar: The Way of Water,,,Joe Letteri,TRUE,,,
2022,Best Special Visual Effects,Effects,Avatar: The Way of Water,,,Eric Saindon,TRUE,,,
2022,Best Special Visual Effects,Effects,All Quiet on the Western Front,Im Westen Nichts Neues,,Markus Frank,FALSE,,,
2022,Best Special Visual Effects,Effects,All Quiet on the Western Front,Im Westen Nichts Neues,,Kamil Jafar,FALSE,,,
2022,Best Special Visual Effects,Effects,All Quiet on the Western Front,Im Westen Nichts Neues,,VIktor Müller,FALSE,,,
2022,Best Special Visual Effects,Effects,All Quiet on the Western Front,Im Westen Nichts Neues,,Frank Petzoid,FALSE,,,
2022,Best Special Visual Effects,Effects,The Batman,,,Russell Earl,FALSE,,,
2022,Best Special Visual Effects,Effects,The Batman,,,Dan Lemmon,FALSE,,,
2022,Best Special Visual Effects,Effects,The Batman,,,Anders Langlands,FALSE,,,
2022,Best Special Visual Effects,Effects,The Batman,,,Dominic Tuohy,FALSE,,,
2022,Best Special Visual Effects,Effects,Everything Everywhere All at Once,,,Benjamin Brewer,FALSE,,,
2022,Best Special Visual Effects,Effects,Everything Everywhere All at Once,,,Ethan Feldblau,FALSE,,,
2022,Best Special Visual Effects,Effects,Everything Everywhere All at Once,,,Jonathan Kombrinck,FALSE,,,
2022,Best Special Visual Effects,Effects,Everything Everywhere All at Once,,,Zak Stoltz,FALSE,,,
2022,Best Special Visual Effects,Effects,Top Gun: Maverick,,,Seth Hill,FALSE,,,
2022,Best Special Visual Effects,Effects,Top Gun: Maverick,,,Scott R. Fisher,FALSE,,,
2022,Best Special Visual Effects,Effects,Top Gun: Maverick,,,Bryan Litson,FALSE,,,
2022,Best Special Visual Effects,Effects,Top Gun: Maverick,,,Ryan Tudhope,FALSE,,,
2022,Outstanding British Film,,The Banshees of Inisherin,,,Martin McDonagh,TRUE,Producer,,
2022,Outstanding British Film,,The Banshees of Inisherin,,,Graham Broadbent,TRUE,Producer,,
2022,Outstanding British Film,,The Banshees of Inisherin,,,Pete Czernin,TRUE,Producer,,
2022,Outstanding British Film,,Aftersun,,,Charlotte Wells,FALSE,Producer,,
2022,Outstanding British Film,,Aftersun,,,Mark Ceryak,FALSE,Producer,,
2022,Outstanding British Film,,Aftersun,,,Amy Jackson,FALSE,Producer,,
2022,Outstanding British Film,,Aftersun,,,Barry Jenkins,FALSE,Producer,,
2022,Outstanding British Film,,Aftersun,,,Adele Romanski,FALSE,Producer,,
2022,Outstanding British Film,,Brian and Charles,,,Jim Archer,FALSE,Producer,,
2022,Outstanding British Film,,Brian and Charles,,,Rupert Majendie,FALSE,Producer,,
2022,Outstanding British Film,,Brian and Charles,,,David Earl,FALSE,Producer,,
2022,Outstanding British Film,,Brian and Charles,,,Chris Hayward,FALSE,Producer,,
2022,Outstanding British Film,,Empire of Light,,,Sam Mendes,FALSE,Producer,,
2022,Outstanding British Film,,Empire of Light,,,Pippa Harris,FALSE,Producer,,
2022,Outstanding British Film,,"Good Luck to You, Leo Grande",,,Sophie Hyde,FALSE,Producer,,
2022,Outstanding British Film,,"Good Luck to You, Leo Grande",,,Debbie Gray,FALSE,Producer,,
2022,Outstanding British Film,,"Good Luck to You, Leo Grande",,,Adrian Politowski,FALSE,Producer,,
2022,Outstanding British Film,,"Good Luck to You, Leo Grande",,,Katy Brand,FALSE,Producer,,
2022,Outstanding British Film,,Living,,,Oliver Hermanus,FALSE,Producer,,
2022,Outstanding British Film,,Living,,,Elizabeth Karlsen,FALSE,Producer,,
2022,Outstanding British Film,,Living,,,Stephen Woolley,FALSE,Producer,,
2022,Outstanding British Film,,Living,,,Kazuo Ishiguro,FALSE,Producer,,
2022,Outstanding British Film,,Roald Dahl's Matilda the Musical,,,Matthew Warchus,FALSE,Producer,,
2022,Outstanding British Film,,Roald Dahl's Matilda the Musical,,,Tim Bevan,FALSE,Producer,,
2022,Outstanding British Film,,Roald Dahl's Matilda the Musical,,,Eric Fellner,FALSE,Producer,,
2022,Outstanding British Film,,Roald Dahl's Matilda the Musical,,,Jon Finn,FALSE,Producer,,
2022,Outstanding British Film,,Roald Dahl's Matilda the Musical,,,Luke Kelly,FALSE,Producer,,
2022,Outstanding British Film,,Roald Dahl's Matilda the Musical,,,Dennis Kelly,FALSE,Producer,,
2022,Outstanding British Film,,See How They Run,,,Tom George,FALSE,Producer,,
2022,Outstanding British Film,,See How They Run,,,Gina Carter,FALSE,Producer,,
2022,Outstanding British Film,,See How They Run,,,Damian Jones,FALSE,Producer,,
2022,Outstanding British Film,,See How They Run,,,Mark Chappell,FALSE,Producer,,
2022,Outstanding British Film,,The Swimmers,,,Sally El Hosaini,FALSE,Producer,,
2022,Outstanding British Film,,The Swimmers,,,Tim Bevan,FALSE,Producer,,
2022,Outstanding British Film,,The Swimmers,,,Tim Cole,FALSE,Producer,,
2022,Outstanding British Film,,The Swimmers,,,Eric Fellner,FALSE,Producer,,
2022,Outstanding British Film,,The Swimmers,,,Ali Jaafar,FALSE,Producer,,
2022,Outstanding British Film,,The Swimmers,,,Jack Thorne,FALSE,Producer,,
2022,Outstanding British Film,,The Wonder,,,Sebastián Lelio,FALSE,Producer,,
2022,Outstanding British Film,,The Wonder,,,Ed Guiney,FALSE,Producer,,
2022,Outstanding British Film,,The Wonder,,,Juliette Howell,FALSE,Producer,,
2022,Outstanding British Film,,The Wonder,,,Andrew Lowe,FALSE,Producer,,
2022,Outstanding British Film,,The Wonder,,,Tessa Ross,FALSE,Producer,,
2022,Outstanding British Film,,The Wonder,,,Alice Birch,FALSE,Producer,,
2022,Outstanding British Film,,The Wonder,,,Emma Donoghue,FALSE,Producer,,
2022,"Outstanding Début by a British Writer, Director, or Producer",,Aftersun,,,Charlotte Wells,TRUE,Director,,
2022,"Outstanding Début by a British Writer, Director, or Producer",,Aftersun,,,Charlotte Wells,TRUE,Writer,,
2022,"Outstanding Début by a British Writer, Director, or Producer",,Blue Jean,,,Georgia Oakley,FALSE,Writer,,
2022,"Outstanding Début by a British Writer, Director, or Producer",,Blue Jean,,,Georgia Oakley,FALSE,Director,,
2022,"Outstanding Début by a British Writer, Director, or Producer",,Blue Jean,,,Hélène Sifre,FALSE,Producer,,
2022,"Outstanding Début by a British Writer, Director, or Producer",,Electric Malady,,,Marie Lidén,FALSE,Director,,
2022,"Outstanding Début by a British Writer, Director, or Producer",,"Good Luck to You, Leo Grande",,,Katy Brand,FALSE,Writer,,
2022,"Outstanding Début by a British Writer, Director, or Producer",,Rebellion,,,Elena Sánchez Bellot,FALSE,Director,,
2022,"Outstanding Début by a British Writer, Director, or Producer",,Rebellion,,,Maia Kenworthy,FALSE,Director,,
2022,Rising Star Award,,,,,Emma Mackey,TRUE,,,
2022,Rising Star Award,,,,,Naomi Ackie,FALSE,,,
2022,Rising Star Award,,,,,Sheila Atim,FALSE,,,
2022,Rising Star Award,,,,,Daryl McCormack,FALSE,,,
2022,Rising Star Award,,,,,Aimee Lou Wood,FALSE,,,
2021,Best Actor in a Leading Role,Actor in a Leading Role,Ali & Ava,,,Adeel Akhtar,FALSE,,,Ali
2021,Best Actor in a Leading Role,Actor in a Leading Role,Swan Song,,,Mahershala Ali,FALSE,,,Cameron Turner
2021,Best Actor in a Leading Role,Actor in a Leading Role,The Power of the Dog,,,Benedict Cumberbatch,FALSE,,,Phil Burbank
2021,Best Actor in a Leading Role,Actor in a Leading Role,King Richard,,,Will Smith,TRUE,,,Richard Williams
2021,Best Actor in a Leading Role,Actor in a Leading Role,Boiling Point,,,Stephen Graham,FALSE,,,Andy Jones
2021,Best Actor in a Leading Role,Actor in a Leading Role,Don't Look Up,,,Leonardo DiCaprio,FALSE,,,Dr. Randall Mindy
2021,Best Actor in a Supporting Role,Actor in a Supporting Role,West Side Story,,,Mike Faist,FALSE,,,Riff
2021,Best Actor in a Supporting Role,Actor in a Supporting Role,Belfast,,,Ciarán Hinds,FALSE,,,Pop
2021,Best Actor in a Supporting Role,Actor in a Supporting Role,C'mon C'mon,,,Woody Norman,FALSE,,,Jesse
2021,Best Actor in a Supporting Role,Actor in a Supporting Role,The Power of the Dog,,,Jesse Plemons,FALSE,,,George Burbank
2021,Best Actor in a Supporting Role,Actor in a Supporting Role,The Power of the Dog,,,Kodi Smit-McPhee,FALSE,,,Peter Gordon
2021,Best Actor in a Supporting Role,Actor in a Supporting Role,CODA,,,Troy Kotsur,TRUE,,,Frank Rossi
2021,Best Actress in a Leading Role,Actress in a Leading Role,After Love,,,Joanna Scanlan,TRUE,,,Mary Hussain
2021,Best Actress in a Leading Role,Actress in a Leading Role,House of Gucci,,,Lady Gaga,FALSE,,,Patrizia Reggiani
2021,Best Actress in a Leading Role,Actress in a Leading Role,Licorice Pizza,,,Alana Haim,FALSE,,,Alana Kane
2021,Best Actress in a Leading Role,Actress in a Leading Role,CODA,,,Emilia Jones,FALSE,,,Ruby Rossi
2021,Best Actress in a Leading Role,Actress in a Leading Role,The Worst Person in the World,,,Renate Reinsve,FALSE,,,Julie
2021,Best Actress in a Leading Role,Actress in a Leading Role,Passing,,,Tessa Thompson,FALSE,,,Irene Redfield
2021,Best Actress in a Supporting Role,Actress in a Supporting Role,West Side Story,,,Ariana DeBose,TRUE,,,Anita
2021,Best Actress in a Supporting Role,Actress in a Supporting Role,Belfast,,,Caitríona Balfe,FALSE,,,Ma
2021,Best Actress in a Supporting Role,Actress in a Supporting Role,The Lost Daughter,,,Jessie Buckley,FALSE,,,young Leda Caruso
2021,Best Actress in a Supporting Role,Actress in a Supporting Role,Mass,,,Ann Dowd,FALSE,,,Linda
2021,Best Actress in a Supporting Role,Actress in a Supporting Role,King Richard,,,Aunjanue Ellis,FALSE,,,Oracene Price
2021,Best Actress in a Supporting Role,Actress in a Supporting Role,Passing,,,Ruth Negga,FALSE,,,Clare Bellew
2021,Best Adapted Screenplay,Screenplay (Adapted),CODA,,,Sian Heder,TRUE,,La Famille Bélier by Victoria Bedos,
2021,Best Adapted Screenplay,Screenplay (Adapted),Dune,,,Denis Villeneuve,FALSE,,Dune by Frank Herbert,
2021,Best Adapted Screenplay,Screenplay (Adapted),The Lost Daughter,,,Maggie Gyllenhaal,FALSE,,The Lost Daughter by Elena Ferrante,
2021,Best Adapted Screenplay,Screenplay (Adapted),The Power of the Dog,,,Jane Campion,FALSE,,The Power of the Dog by Thomas Savage,
2021,Best Adapted Screenplay,Screenplay (Adapted),Drive My Car,,,Ryusuke Hamaguchi,FALSE,,Drive My Car by Haruki Murakami,
2021,Best Adapted Screenplay,Screenplay (Adapted),Drive My Car,,,Takamasa Oe,FALSE,,Drive My Car by Haruki Murakami,
2021,Best Adapted Screenplay,Screenplay (Adapted),Dune,,,Eric Roth,FALSE,,Dune by Frank Herbert,
2021,Best Adapted Screenplay,Screenplay (Adapted),Dune,,,Jon Spaihts,FALSE,,Dune by Frank Herbert,
2021,Best Animated Film,Animated Feature-Length Film,Flee,,"Denmark, United States",Monica Hellström,FALSE,Producer,,
2021,Best Animated Film,Animated Feature-Length Film,The Mitchells vs. the Machines,,United States,Christopher Miller,FALSE,Producer,,
2021,Best Animated Film,Animated Feature-Length Film,Flee,,"Denmark, United States",Signe Byrge Sørensen,FALSE,Producer,,
2021,Best Animated Film,Animated Feature-Length Film,Luca,,United States,Andrea Warren,FALSE,Producer,,
2021,Best Animated Film,Animated Feature-Length Film,The Mitchells vs. the Machines,,United States,Phil Lord,FALSE,Producer,,
2021,Best Animated Film,Animated Feature-Length Film,Encanto,,United States,Yvett Merino,TRUE,Producer,,
2021,Best Animated Film,Animated Feature-Length Film,The Mitchells vs. the Machines,,United States,Kurt Albrecht,FALSE,Producer,,
2021,Best Animated Film,Animated Feature-Length Film,Encanto,,United States,"Jared Bush, Byron Howard",TRUE,Director,,
2021,Best Animated Film,Animated Feature-Length Film,Flee,,"Denmark, United States",Jonas Poher Rasmussen,FALSE,Director,,
2021,Best Animated Film,Animated Feature-Length Film,Luca,,United States,Enrico Casarosa,FALSE,Director,,
2021,Best Animated Film,Animated Feature-Length Film,Encanto,,United States,Clark Spencer,TRUE,Producer,,
2021,Best Animated Film,Animated Feature-Length Film,The Mitchells vs. the Machines,,United States,Mike Rianda,FALSE,Director,,
2021,Best Casting,,West Side Story,,,Cindy Tolan,TRUE,,,
2021,Best Casting,,Boiling Point,,,Carolyn McLeod,FALSE,,,
2021,Best Casting,,Dune,,,Francine Maisler,FALSE,,,
2021,Best Casting,,The Hand of God,,,Massimo Appolloni,FALSE,,,
2021,Best Casting,,The Hand of God,,,Annamaria Sambucco,FALSE,,,
2021,Best Casting,,King Richard,,,Rich Delia,FALSE,,,
2021,Best Casting,,King Richard,,,Avy Kaufman,FALSE,,,
2021,Best Cinematography,Cinematography,Dune,,,Greig Fraser,TRUE,,,
2021,Best Cinematography,Cinematography,Nightmare Alley,,,Dan Laustsen,FALSE,,,
2021,Best Cinematography,Cinematography,No Time To Die,,,Linus Sandgren,FALSE,,,
2021,Best Cinematography,Cinematography,The Power of the Dog,,,Ari Wegner,FALSE,,,
2021,Best Cinematography,Cinematography,The Tragedy of Macbeth,,,Bruno Delbonnel,FALSE,,,
2021,Best Costume Design,Costuming,Cyrano,,,Massimo Cantini Parrini,FALSE,,,
2021,Best Costume Design,Costuming,Dune,,,Robert Morgan,FALSE,,,
2021,Best Costume Design,Costuming,Dune,,,Jacqueline West,FALSE,,,
2021,Best Costume Design,Costuming,The French Dispatch,,,Milena Canonero,FALSE,,,
2021,Best Costume Design,Costuming,Nightmare Alley,,,Luis Sequeira,FALSE,,,
