Year,Category,Film,Won,Nominee,Role,Supervising,Concordance,Country
2021,Feature Music,Ghostbusters: Afterlife,FALSE,Curt Sobel,music editor,TRUE,,
2021,Feature Music,In the Heights,FALSE,Jim Bruening,music editor,FALSE,,
2021,Feature Music,In the Heights,FALSE,Jennifer Dunnington,music editor,FALSE,,
2021,Feature Music,In the Heights,FALSE,Ben Holiday,music editor,FALSE,,
2021,Feature Music,The Matrix Resurrections,FALSE,Gabriel Isaac Mounsey,music editor,TRUE,,
2021,Feature Music,The Matrix Resurrections,FALSE,Hans Hafner,music editor,FALSE,,
2021,Feature Music,The Matrix Resurrections,FALSE,Jonathan Levi Shanes,music editor,FALSE,,
2021,Feature Music,Nightmare Alley,FALSE,Clint Bennett,music editors,FALSE,,
2021,Feature Music,Nightmare Alley,FALSE,Kevin Banks,music editors,FALSE,,
2021,Feature Music,Nightmare Alley,FALSE,Cecile Tournesac,scoring editor,FALSE,,
2021,Feature Music,A Quiet Place Part II,FALSE,Jim Schultz,music editor,FALSE,,
2021,Feature Music,A Quiet Place Part II,FALSE,Nancy Allen,music editor,FALSE,,
2021,Feature Music,A Quiet Place Part II,FALSE,Del Spiva,music editor,FALSE,,
2021,Feature Music,A Quiet Place Part II,FALSE,Ramiro Belgardt,music editor,FALSE,,
2021,Feature Music,tick tick...BOOM!,FALSE,Nancy Allen,music editor,FALSE,,
2021,Feature Music,tick tick...BOOM!,FALSE,John Davis,music editor,FALSE,,
2021,Feature Music,tick tick...BOOM!,FALSE,Bri Holland,music editor,FALSE,,
2021,Feature Music,West Side Story,TRUE,Joe E. Rand,music editors,FALSE,,
2021,Sound Effects and Foley for Feature Film,Dune,FALSE,Theo Green,sound editors,TRUE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Dune,FALSE,Sandra Fox,foley artist,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Belfast,FALSE,James Mather,sound designer,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Belfast,FALSE,Tomas Blazukas,sound editor,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Dune,TRUE,Mark Mangini,sound editors,TRUE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Dune,TRUE,Dave Whitehead,sound designer,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Dune,TRUE,Phil Barrie,sound effects editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Dune,TRUE,Lee Gilmore,sound effects editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Dune,TRUE,Greg Ten Bosch,sound effects editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Dune,TRUE,Robert Kellough,sound effects editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Dune,TRUE,Piero Mura,sound effects editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Dune,TRUE,Christopher Bonis,foley editor,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Dune,TRUE,Andy Malcolm,foley artist,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Dune,TRUE,Goro Koyama,foley artist,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,No Time to Die,FALSE,Bryan Bowen,sound designers,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,No Time to Die,FALSE,Eilam Hoffman,sound designers,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,No Time to Die,FALSE,Dawn Gough,sound effects editor,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,No Time to Die,FALSE,Hugo Adams,foley editor,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,No Time to Die,FALSE,Sue Harding,foley artist,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,No Time to Die,FALSE,Andrea King,foley artist,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,A Quiet Place Part II,FALSE,Ethan Van der Ryn,sound editors,TRUE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,A Quiet Place Part II,FALSE,Erik Aadahl,sound editors,TRUE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,A Quiet Place Part II,FALSE,Malte Bieler,sound designers,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,A Quiet Place Part II,FALSE,Brandon Jones,sound designers,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,A Quiet Place Part II,FALSE,Chris Diebold,sound effects editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,A Quiet Place Part II,FALSE,Matt Cavanaugh,sound effects editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,A Quiet Place Part II,FALSE,Jonathan Klein,foley editor,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,A Quiet Place Part II,FALSE,Steve Baine,foley artist,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,A Quiet Place Part II,FALSE,Peter Persaud,foley artist,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Spider-Man: No Way Home,FALSE,Steven Ticknor,sound editor,TRUE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Spider-Man: No Way Home,FALSE,Anthony Lamberti,sound designer,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Belfast,FALSE,Arthur Grayley,foley editor,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Belfast,FALSE,Sue Harding,foley artist,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Belfast,FALSE,Oliver Ferris,foley artist,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,The Matrix Resurrections,FALSE,Dane A. Davis,sound editors,TRUE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,The Matrix Resurrections,FALSE,Stephanie Flack,sound editors,TRUE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,The Matrix Resurrections,FALSE,Bryan O. Watkins,sound effects editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,The Matrix Resurrections,FALSE,Jeremy Peirson,sound effects editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,The Matrix Resurrections,FALSE,Markus Stemler,sound effects editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,The Matrix Resurrections,FALSE,Michael Schapiro,sound effects editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,The Matrix Resurrections,FALSE,Eric Lindemann,sound effects editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,The Matrix Resurrections,FALSE,Albert Gasser,sound effects editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,The Matrix Resurrections,FALSE,Laurent Kossayan,sound effects editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,The Matrix Resurrections,FALSE,Caron Weidner,sound effects editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,The Matrix Resurrections,FALSE,Frank Kruse,foley editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,The Matrix Resurrections,FALSE,Kuen Il Song,foley editors,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,The Matrix Resurrections,FALSE,Daniel Weiss,foley artist,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Nightmare Alley,FALSE,Nathan Robitaille,sound editor,TRUE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Nightmare Alley,FALSE,Dashen Naidoo,sound effects editor,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Nightmare Alley,FALSE,Chelsea Body,foley editor,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Nightmare Alley,FALSE,Goro Koyama,foley artist,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,Nightmare Alley,FALSE,Andy Malcolm,foley artist,FALSE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,No Time to Die,FALSE,Oliver Tarney,sound editors,TRUE,Sound Editing,
2021,Sound Effects and Foley for Feature Film,No Time to Die,FALSE,James Harrison,sound editors,TRUE,Sound Editing,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Raya and the Last Dragon,TRUE,Shannon Mills,sound editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Raya and the Last Dragon,TRUE,Brad Semenoff,dialogue editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Raya and the Last Dragon,TRUE,Nia Hansen,sound designer,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Raya and the Last Dragon,TRUE,Samson Neslund,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Raya and the Last Dragon,TRUE,David C. Hughes,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Raya and the Last Dragon,TRUE,Cameron Barker,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Raya and the Last Dragon,TRUE,Chris Frazier,foley editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Raya and the Last Dragon,TRUE,Steve Orlando,foley editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Raya and the Last Dragon,TRUE,John Roesch,foley artists,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Raya and the Last Dragon,TRUE,Shelley Roden,foley artists,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Raya and the Last Dragon,TRUE,Jim Weidman,music editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Raya and the Last Dragon,TRUE,David Olson,music editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Encanto,FALSE,Shannon Mills,sound editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Encanto,FALSE,Brad Semenoff,dialogue editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Encanto,FALSE,Nia Hansen,sound designer,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Encanto,FALSE,Samson Neslund,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Encanto,FALSE,Justin Doyle,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Encanto,FALSE,Cameron Barker,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Encanto,FALSE,Qianbaihui Yang,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Encanto,FALSE,Richard Quinn,dialogue editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Encanto,FALSE,Alyssa Nevarez,foley editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Encanto,FALSE,John Roesch,foley artists,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Encanto,FALSE,Shelley Roden,foley artists,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Encanto,FALSE,Earl Ghaffari,music editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Encanto,FALSE,Angie Rubin,music editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Encanto,FALSE,Kendall Demarest,music editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Luca,FALSE,Chris Scarabosio,sound editors,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Luca,FALSE,André Fenley,sound editors,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Luca,FALSE,Rich Quinn,dialogue editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Luca,FALSE,Ronni Brown,foley editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Luca,FALSE,Justin Doyle,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Luca,FALSE,Pascal Garneau,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Luca,FALSE,E. Larry Oatfield,foley editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Luca,FALSE,Jana Vance,foley artists,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Luca,FALSE,Ronni Brown,foley artists,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Luca,FALSE,Lodge Worster,music editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Mitchells vs. the Machines,FALSE,Geoffrey G. Rubay,sound editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Mitchells vs. the Machines,FALSE,James Morioka,adr editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Mitchells vs. the Machines,FALSE,John Pospisil,sound designer,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Mitchells vs. the Machines,FALSE,Kip Smedley,sound effects editor: Curt Schulkey (adr editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Mitchells vs. the Machines,FALSE,Andy Sisul,sound effects editor: Curt Schulkey (adr editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Mitchells vs. the Machines,FALSE,Alec G. Rubay,sound effects editor: Curt Schulkey (adr editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Mitchells vs. the Machines,FALSE,Dan Kenyon,sound effects editor: Curt Schulkey (adr editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Mitchells vs. the Machines,FALSE,Greg Ten Bosch,sound effects editor: Curt Schulkey (adr editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Mitchells vs. the Machines,FALSE,Gregg Barbanell,foley artists,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Mitchells vs. the Machines,FALSE,Rick Owens,foley artists,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Mitchells vs. the Machines,FALSE,Dominick Certo,music editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Mitchells vs. the Machines,FALSE,Barbara McDermott,music editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing 2,FALSE,Dennis Leonard,sound editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing 2,FALSE,Jonathan Greber,dialogue editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing 2,FALSE,Daniel Laurie,adr editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing 2,FALSE,Josh Gold,sound designer,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing 2,FALSE,Lucas Miller,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing 2,FALSE,Benjamin A. Burtt,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing 2,FALSE,Shaun Farley,foley editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing 2,FALSE,Jonathon Stevens,foley editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing 2,FALSE,Michael Connell,music editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing 2,FALSE,Charles Inouye,music editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Cliff Walkers,TRUE,Yang Jiang,sound editors,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Cliff Walkers,TRUE,Zhao Nan,sound editors,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Cliff Walkers,TRUE,Li Xinghui,adr editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Cliff Walkers,TRUE,Han Junsheng,foley artist,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Cliff Walkers,TRUE,Ann Scibelli,sound editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Cliff Walkers,TRUE,Xiao'ou Olivia Zhang,sound editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Cliff Walkers,TRUE,Iain Pattison,sound editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Hand of God,FALSE,Silvia Moraes,sound editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",A Hero,FALSE,Mohammadreza Delpak,sound editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",A Hero,FALSE,Mohammadreza Delpak,dialogue editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",A Hero,FALSE,Mohammadreza Delpak,sound effects editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Titane,FALSE,Séverin Favriau,sound editor,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Titane,FALSE,Céline Bernard,foley artist,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",A Writer's Odyssey,FALSE,Xiao Sha Liu,sound editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",A Writer's Odyssey,FALSE,Xiao Sha Liu,adr editor,TRUE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",A Writer's Odyssey,FALSE,Gang Wang,sound designer,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",A Writer's Odyssey,FALSE,Shuang Shuang Wang,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",A Writer's Odyssey,FALSE,Hong Rui Ji,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",A Writer's Odyssey,FALSE,Gang Wang,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",A Writer's Odyssey,FALSE,Ruo Qi Mo,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",A Writer's Odyssey,FALSE,Tobias Poppe,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",A Writer's Odyssey,FALSE,Zi Jian Jiang,sound effects editors,FALSE,,
2021,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",A Writer's Odyssey,FALSE,Zi Jin,dialogue editor,FALSE,,
