Nominee,Film,Category,Year,Show,Concordance,Won
Kellie Martin,Er,Ensemble In A Drama Series,1998,5th Annual,,TRUE
Laura Innes,Er,Ensemble In A Drama Series,1998,5th Annual,,TRUE
Noah Wyle,Er,Ensemble In A Drama Series,1998,5th Annual,,TRUE
,Law & Order,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Angie Harmon,Law & Order,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Benjamin Bratt,Law & Order,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Carey Lowell,Law & Order,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Jerry Orbach,Law & Order,Ensemble In A Drama Series,1998,5th Annual,,FALSE
S. Epatha Merkerson,Law & Order,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Sam Waterston,Law & Order,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Steven Hill,Law & Order,Ensemble In A Drama Series,1998,5th Annual,,FALSE
,Nypd Blue,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Andrea Thompson,Nypd Blue,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Dennis Franz,Nypd Blue,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Gordon Clapp,Nypd Blue,Ensemble In A Drama Series,1998,5th Annual,,FALSE
James Mcdaniel,Nypd Blue,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Jimmy Smits,Nypd Blue,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Kim Delaney,Nypd Blue,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Nicholas Turturro,Nypd Blue,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Sharon Lawrence,Nypd Blue,Ensemble In A Drama Series,1998,5th Annual,,FALSE
,The Practice,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Camryn Manheim,The Practice,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Dylan Mcdermott,The Practice,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Kelli Williams,The Practice,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Lara Flynn Boyle,The Practice,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Lisa Gay Hamilton,The Practice,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Marla Sokoloff,The Practice,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Michael Badalucco,The Practice,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Steve Harris,The Practice,Ensemble In A Drama Series,1998,5th Annual,,FALSE
,The X-Files,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Chris Owens,The X-Files,Ensemble In A Drama Series,1998,5th Annual,,FALSE
David Duchovny,The X-Files,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Gillian Anderson,The X-Files,Ensemble In A Drama Series,1998,5th Annual,,FALSE
"James Pickens, Jr.",The X-Files,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Mitch Pileggi,The X-Files,Ensemble In A Drama Series,1998,5th Annual,,FALSE
William B. Davis,The X-Files,Ensemble In A Drama Series,1998,5th Annual,,FALSE
Calista Flockhart,Ally Mcbeal,Female In A Comedy Series,1998,5th Annual,,FALSE
Amy Pietz,Caroline In The City,Female In A Comedy Series,1998,5th Annual,,FALSE
Lisa Kudrow,Friends,Female In A Comedy Series,1998,5th Annual,,FALSE
Julia Louis-Dreyfus,Seinfeld,Female In A Comedy Series,1998,5th Annual,,FALSE
Tracey Ullman,Tracey Takes On,Female In A Comedy Series,1998,5th Annual,,TRUE
Annie Potts,Any Day Now,Female In A Drama Series,1998,5th Annual,,FALSE
Christine Lahti,Chicago Hope,Female In A Drama Series,1998,5th Annual,,FALSE
Julianna Margulies,Er,Female In A Drama Series,1998,5th Annual,,TRUE
Kim Delaney,Nypd Blue,Female In A Drama Series,1998,5th Annual,,FALSE
Gillian Anderson,The X-Files,Female In A Drama Series,1998,5th Annual,,FALSE
Cate Blanchett,Elizabeth,Female Lead In A Motion Picture,1998,5th Annual,Actress in a Leading Role,FALSE
Emily Watson,Hilary And Jackie,Female Lead In A Motion Picture,1998,5th Annual,Actress in a Leading Role,FALSE
Jane Horrocks,Little Voice,Female Lead In A Motion Picture,1998,5th Annual,Actress in a Leading Role,FALSE
Meryl Streep,One True Thing,Female Lead In A Motion Picture,1998,5th Annual,Actress in a Leading Role,FALSE
Gwyneth Paltrow,Shakespeare In Love,Female Lead In A Motion Picture,1998,5th Annual,Actress in a Leading Role,TRUE
Lynn Redgrave,Gods And Monsters,Female Support In A Motion Picture,1998,5th Annual,Actress in a Supporting Role,FALSE
Rachel Griffiths,Hilary And Jackie,Female Support In A Motion Picture,1998,5th Annual,Actress in a Supporting Role,FALSE
Brenda Blethyn,Little Voice,Female Support In A Motion Picture,1998,5th Annual,Actress in a Supporting Role,FALSE
Kathy Bates,Primary Colors,Female Support In A Motion Picture,1998,5th Annual,Actress in a Supporting Role,TRUE
Judi Dench,Shakespeare In Love,Female Support In A Motion Picture,1998,5th Annual,Actress in a Supporting Role,FALSE
Mary Steenburgen,About Sarah,Female In A Television Movie Or Limited Series,1998,5th Annual,,FALSE
Olympia Dukakis,Armistead Maupin's More Tales Of City,Female In A Television Movie Or Limited Series,1998,5th Annual,,FALSE
Angelina Jolie,Gia,Female In A Television Movie Or Limited Series,1998,5th Annual,,TRUE
Ann-Margret,Life Of The Party: The Pamela Harriman Story,Female In A Television Movie Or Limited Series,1998,5th Annual,,FALSE
Stockard Channing,The Baby Dance,Female In A Television Movie Or Limited Series,1998,5th Annual,,FALSE
Sidney Poitier,N/A,Life Achievement,1998,5th Annual,,TRUE
Peter Macnicol,Ally Mcbeal,Male In A Comedy Series,1998,5th Annual,,FALSE
David Hyde Pierce,Frasier,Male In A Comedy Series,1998,5th Annual,,FALSE
Kelsey Grammer,Frasier,Male In A Comedy Series,1998,5th Annual,,FALSE
Jason Alexander,Seinfeld,Male In A Comedy Series,1998,5th Annual,,FALSE
Michael J. Fox,Spin City,Male In A Comedy Series,1998,5th Annual,,TRUE
Anthony Edwards,Er,Male In A Drama Series,1998,5th Annual,,FALSE
Sam Waterston,Law & Order,Male In A Drama Series,1998,5th Annual,,TRUE
Dennis Franz,Nypd Blue,Male In A Drama Series,1998,5th Annual,,FALSE
Jimmy Smits,Nypd Blue,Male In A Drama Series,1998,5th Annual,,FALSE
David Duchovny,The X-Files,Male In A Drama Series,1998,5th Annual,,FALSE
Nick Nolte,Affliction,Male Lead In A Motion Picture,1998,5th Annual,Actor in a Leading Role,FALSE
Ian Mckellen,Gods And Monsters,Male Lead In A Motion Picture,1998,5th Annual,Actor in a Leading Role,FALSE
Roberto Benigni,Life Is Beautiful,Male Lead In A Motion Picture,1998,5th Annual,Actor in a Leading Role,TRUE
Tom Hanks,Saving Private Ryan,Male Lead In A Motion Picture,1998,5th Annual,Actor in a Leading Role,FALSE
Joseph Fiennes,Shakespeare In Love,Male Lead In A Motion Picture,1998,5th Annual,Actor in a Leading Role,FALSE
Robert Duvall,A Civil Action,Male Support In A Motion Picture,1998,5th Annual,Actor in a Supporting Role,TRUE
Billy Bob Thornton,A Simple Plan,Male Support In A Motion Picture,1998,5th Annual,Actor in a Supporting Role,FALSE
James Coburn,Affliction,Male Support In A Motion Picture,1998,5th Annual,Actor in a Supporting Role,FALSE
Geoffrey Rush,Shakespeare In Love,Male Support In A Motion Picture,1998,5th Annual,Actor in a Supporting Role,FALSE
David Kelly,Waking Ned Devine,Male Support In A Motion Picture,1998,5th Annual,Actor in a Supporting Role,FALSE
Charles S. Dutton,Blind Faith,Male In A Television Movie Or Limited Series,1998,5th Annual,,FALSE
James Garner,Legalese,Male In A Television Movie Or Limited Series,1998,5th Annual,,FALSE
Christopher Reeve,Rear Window,Male In A Television Movie Or Limited Series,1998,5th Annual,,TRUE
Ray Liotta,The Rat Pack,Male In A Television Movie Or Limited Series,1998,5th Annual,,FALSE
Ben Kingsley,The Tale Of Sweeney Todd,Male In A Television Movie Or Limited Series,1998,5th Annual,,FALSE
Stanley Tucci,Winchell,Male In A Television Movie Or Limited Series,1998,5th Annual,,FALSE
Alfred Molina,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
Burt Reynolds,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
Don Cheadle,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
Heather Graham,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
John C. Reilly,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
Julianne Moore,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
Luis Guzman,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
Mark Wahlberg,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
Melora Walters,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
Nicole Ari Parker,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
Philip Baker Hall,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
Philip Seymour Hoffman,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
Ricky Jay,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
Robert Ridgley,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
Thomas Jane,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
William H. Macy,Boogie Nights,Cast In A Motion Picture,1997,4th Annual,,FALSE
Ben Affleck,Good Will Hunting,Cast In A Motion Picture,1997,4th Annual,,FALSE
Matt Damon,Good Will Hunting,Cast In A Motion Picture,1997,4th Annual,,FALSE
Minnie Driver,Good Will Hunting,Cast In A Motion Picture,1997,4th Annual,,FALSE
Robin Williams,Good Will Hunting,Cast In A Motion Picture,1997,4th Annual,,FALSE
Stellan Skarsgård,Good Will Hunting,Cast In A Motion Picture,1997,4th Annual,,FALSE
Danny Devito,L.a. Confidential,Cast In A Motion Picture,1997,4th Annual,,FALSE
David Strathairn,L.a. Confidential,Cast In A Motion Picture,1997,4th Annual,,FALSE
Guy Pearce,L.a. Confidential,Cast In A Motion Picture,1997,4th Annual,,FALSE
James Cromwell,L.a. Confidential,Cast In A Motion Picture,1997,4th Annual,,FALSE
Kevin Spacey,L.a. Confidential,Cast In A Motion Picture,1997,4th Annual,,FALSE
Kim Basinger,L.a. Confidential,Cast In A Motion Picture,1997,4th Annual,,FALSE
Russell Crowe,L.a. Confidential,Cast In A Motion Picture,1997,4th Annual,,FALSE
Bruce Jones,The Full Monty,Cast In A Motion Picture,1997,4th Annual,,TRUE
Deirdre Costello,The Full Monty,Cast In A Motion Picture,1997,4th Annual,,TRUE
Emily Woof,The Full Monty,Cast In A Motion Picture,1997,4th Annual,,TRUE
Hugo Speer,The Full Monty,Cast In A Motion Picture,1997,4th Annual,,TRUE
Lesley Sharp,The Full Monty,Cast In A Motion Picture,1997,4th Annual,,TRUE
Mark Addy,The Full Monty,Cast In A Motion Picture,1997,4th Annual,,TRUE
Paul Barber,The Full Monty,Cast In A Motion Picture,1997,4th Annual,,TRUE
Robert Carlyle,The Full Monty,Cast In A Motion Picture,1997,4th Annual,,TRUE
Steve Huison,The Full Monty,Cast In A Motion Picture,1997,4th Annual,,TRUE
Tom Wilkinson,The Full Monty,Cast In A Motion Picture,1997,4th Annual,,TRUE
William Snape,The Full Monty,Cast In A Motion Picture,1997,4th Annual,,TRUE
Bernard Fox,Titanic,Cast In A Motion Picture,1997,4th Annual,,FALSE
Bernard Hill,Titanic,Cast In A Motion Picture,1997,4th Annual,,FALSE
Bill Paxton,Titanic,Cast In A Motion Picture,1997,4th Annual,,FALSE
Billy Zane,Titanic,Cast In A Motion Picture,1997,4th Annual,,FALSE
Danny Nucci,Titanic,Cast In A Motion Picture,1997,4th Annual,,FALSE
David Warner,Titanic,Cast In A Motion Picture,1997,4th Annual,,FALSE
Francis Fisher,Titanic,Cast In A Motion Picture,1997,4th Annual,,FALSE
Gloria Stuart,Titanic,Cast In A Motion Picture,1997,4th Annual,,FALSE
Jonathan Hyde,Titanic,Cast In A Motion Picture,1997,4th Annual,,FALSE
Kate Winslet,Titanic,Cast In A Motion Picture,1997,4th Annual,,FALSE
Kathy Bates,Titanic,Cast In A Motion Picture,1997,4th Annual,,FALSE
Leonardo Dicaprio,Titanic,Cast In A Motion Picture,1997,4th Annual,,FALSE
Suzy Amis,Titanic,Cast In A Motion Picture,1997,4th Annual,,FALSE
Victor Garber,Titanic,Cast In A Motion Picture,1997,4th Annual,,FALSE
,3rd Rock From The Sun,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Elmarie Wendel,3rd Rock From The Sun,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
French Stewart,3rd Rock From The Sun,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Jane Curtin,3rd Rock From The Sun,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
John Lithgow,3rd Rock From The Sun,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Joseph Gordon-Levitt,3rd Rock From The Sun,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Kristen Johnston,3rd Rock From The Sun,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Simbi Khali,3rd Rock From The Sun,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Wayne Knight,3rd Rock From The Sun,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
,Ally Mcbeal,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Calista Flockhart,Ally Mcbeal,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Courtney Thorne-Smith,Ally Mcbeal,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Gil Bellows,Ally Mcbeal,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Greg Germann,Ally Mcbeal,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Jane Krakowski,Ally Mcbeal,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Lisa Nicole Carson,Ally Mcbeal,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Peter Macnicol,Ally Mcbeal,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
,Frasier,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Dan Butler,Frasier,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
David Hyde Pierce,Frasier,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Jane Leeves,Frasier,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
John Mahoney,Frasier,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Kelsey Grammer,Frasier,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Peri Gilpin,Frasier,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
,Mad About You,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Cynthia Harris,Mad About You,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Helen Hunt,Mad About You,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
John Pankow,Mad About You,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Leila Kenzle,Mad About You,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Louis Zorich,Mad About You,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Paul Reiser,Mad About You,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
Robin Bartlett,Mad About You,Ensemble In A Comedy Series,1997,4th Annual,,FALSE
,Seinfeld,Ensemble In A Comedy Series,1997,4th Annual,,TRUE
Jason Alexander,Seinfeld,Ensemble In A Comedy Series,1997,4th Annual,,TRUE
Jerry Seinfeld,Seinfeld,Ensemble In A Comedy Series,1997,4th Annual,,TRUE
Julia Louis-Dreyfus,Seinfeld,Ensemble In A Comedy Series,1997,4th Annual,,TRUE
Michael Richards,Seinfeld,Ensemble In A Comedy Series,1997,4th Annual,,TRUE
,Chicago Hope,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Adam Arkin,Chicago Hope,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Christine Lahti,Chicago Hope,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Hector Elizondo,Chicago Hope,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Jayne Brook,Chicago Hope,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Mark Harmon,Chicago Hope,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Peter Berg,Chicago Hope,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Rocky Carroll,Chicago Hope,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Stacey Edwards,Chicago Hope,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Vondie Curtis-Hall,Chicago Hope,Ensemble In A Drama Series,1997,4th Annual,,FALSE
,Er,Ensemble In A Drama Series,1997,4th Annual,,TRUE
Alex Kingston,Er,Ensemble In A Drama Series,1997,4th Annual,,TRUE
Anthony Edwards,Er,Ensemble In A Drama Series,1997,4th Annual,,TRUE
Eriq La Salle,Er,Ensemble In A Drama Series,1997,4th Annual,,TRUE
George Clooney,Er,Ensemble In A Drama Series,1997,4th Annual,,TRUE
Gloria Reuben,Er,Ensemble In A Drama Series,1997,4th Annual,,TRUE
Julianna Margulies,Er,Ensemble In A Drama Series,1997,4th Annual,,TRUE
Laura Innes,Er,Ensemble In A Drama Series,1997,4th Annual,,TRUE
Maria Bello,Er,Ensemble In A Drama Series,1997,4th Annual,,TRUE
Noah Wyle,Er,Ensemble In A Drama Series,1997,4th Annual,,TRUE
,Law & Order,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Benjamin Bratt,Law & Order,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Carey Lowell,Law & Order,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Jerry Orbach,Law & Order,Ensemble In A Drama Series,1997,4th Annual,,FALSE
S. Epatha Merkerson,Law & Order,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Sam Waterston,Law & Order,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Steven Hill,Law & Order,Ensemble In A Drama Series,1997,4th Annual,,FALSE
,Nypd Blue,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Andrea Thompson,Nypd Blue,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Dennis Franz,Nypd Blue,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Gordon Clapp,Nypd Blue,Ensemble In A Drama Series,1997,4th Annual,,FALSE
James Mcdaniel,Nypd Blue,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Jimmy Smits,Nypd Blue,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Kim Delaney,Nypd Blue,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Nicholas Turturro,Nypd Blue,Ensemble In A Drama Series,1997,4th Annual,,FALSE
,The X-Files,Ensemble In A Drama Series,1997,4th Annual,,FALSE
David Duchovny,The X-Files,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Gillian Anderson,The X-Files,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Mitch Pileggi,The X-Files,Ensemble In A Drama Series,1997,4th Annual,,FALSE
William B. Davis,The X-Files,Ensemble In A Drama Series,1997,4th Annual,,FALSE
Calista Flockhart,Ally Mcbeal,Female In A Comedy Series,1997,4th Annual,,FALSE
Ellen Degeneres,Ellen,Female In A Comedy Series,1997,4th Annual,,FALSE
Helen Hunt,Mad About You,Female In A Comedy Series,1997,4th Annual,,FALSE
Julia Louis-Dreyfus,Seinfeld,Female In A Comedy Series,1997,4th Annual,,TRUE
Kirstie Alley,Veronica's Closet,Female In A Comedy Series,1997,4th Annual,,FALSE
Christine Lahti,Chicago Hope,Female In A Drama Series,1997,4th Annual,,FALSE
Julianna Margulies,Er,Female In A Drama Series,1997,4th Annual,,TRUE
Kim Delaney,Nypd Blue,Female In A Drama Series,1997,4th Annual,,FALSE
Gillian Anderson,The X-Files,Female In A Drama Series,1997,4th Annual,,FALSE
Della Reese,Touched By An Angel,Female In A Drama Series,1997,4th Annual,,FALSE
Helen Hunt,As Good As It Gets,Female Lead In A Motion Picture,1997,4th Annual,Actress in a Leading Role,TRUE
Pam Grier,Jackie Brown,Female Lead In A Motion Picture,1997,4th Annual,Actress in a Leading Role,FALSE
Judi Dench,Mrs. Brown,Female Lead In A Motion Picture,1997,4th Annual,Actress in a Leading Role,FALSE
Robin Wright,She's So Lovely,Female Lead In A Motion Picture,1997,4th Annual,Actress in a Leading Role,FALSE
Helena Bonham Carter,The Wings Of The Dove,Female Lead In A Motion Picture,1997,4th Annual,Actress in a Leading Role,FALSE
Kate Winslet,Titanic,Female Lead In A Motion Picture,1997,4th Annual,Actress in a Leading Role,FALSE
Julianne Moore,Boogie Nights,Female Support In A Motion Picture,1997,4th Annual,Actress in a Supporting Role,FALSE
Minnie Driver,Good Will Hunting,Female Support In A Motion Picture,1997,4th Annual,Actress in a Supporting Role,FALSE
Kim Basinger,L.a. Confidential,Female Support In A Motion Picture,1997,4th Annual,Actress in a Supporting Role,TRUE
Alison Elliott,The Wings Of The Dove,Female Support In A Motion Picture,1997,4th Annual,Actress in a Supporting Role,FALSE
Gloria Stuart,Titanic,Female Support In A Motion Picture,1997,4th Annual,Actress in a Supporting Role,TRUE
Mare Winningham,George Wallace,Female In A Television Movie Or Limited Series,1997,4th Annual,,FALSE
Glenn Close,In The Gloaming,Female In A Television Movie Or Limited Series,1997,4th Annual,,FALSE
Alfre Woodard,Miss Evers' Boys,Female In A Television Movie Or Limited Series,1997,4th Annual,,TRUE
Sigourney Weaver,Snow White: A Tale Of Terror,Female In A Television Movie Or Limited Series,1997,4th Annual,,FALSE
Faye Dunaway,The Twilight Of The Gods,Female In A Television Movie Or Limited Series,1997,4th Annual,,FALSE
Kirk Douglas,N/A,Life Achievement,1997,4th Annual,,TRUE
John Lithgow,3rd Rock From The Sun,Male In A Comedy Series,1997,4th Annual,,TRUE
David Hyde Pierce,Frasier,Male In A Comedy Series,1997,4th Annual,,FALSE
Kelsey Grammer,Frasier,Male In A Comedy Series,1997,4th Annual,,FALSE
Jason Alexander,Seinfeld,Male In A Comedy Series,1997,4th Annual,,FALSE
Michael Richards,Seinfeld,Male In A Comedy Series,1997,4th Annual,,FALSE
Anthony Edwards,Er,Male In A Drama Series,1997,4th Annual,,TRUE
Sam Waterston,Law & Order,Male In A Drama Series,1997,4th Annual,,FALSE
Dennis Franz,Nypd Blue,Male In A Drama Series,1997,4th Annual,,FALSE
Jimmy Smits,Nypd Blue,Male In A Drama Series,1997,4th Annual,,FALSE
David Duchovny,The X-Files,Male In A Drama Series,1997,4th Annual,,FALSE
Jack Nicholson,As Good As It Gets,Male Lead In A Motion Picture,1997,4th Annual,Actor in a Leading Role,TRUE
Matt Damon,Good Will Hunting,Male Lead In A Motion Picture,1997,4th Annual,Actor in a Leading Role,FALSE
Robert Duvall,The Apostle,Male Lead In A Motion Picture,1997,4th Annual,Actor in a Leading Role,FALSE
Peter Fonda,Ulee's Gold,Male Lead In A Motion Picture,1997,4th Annual,Actor in a Leading Role,FALSE
Dustin Hoffman,Wag The Dog,Male Lead In A Motion Picture,1997,4th Annual,Actor in a Leading Role,FALSE
Anthony Hopkins,Amistad,Male Support In A Motion Picture,1997,4th Annual,Actor in a Supporting Role,FALSE
Greg Kinnear,As Good As It Gets,Male Support In A Motion Picture,1997,4th Annual,Actor in a Supporting Role,FALSE
Burt Reynolds,Boogie Nights,Male Support In A Motion Picture,1997,4th Annual,Actor in a Supporting Role,FALSE
Robin Williams,Good Will Hunting,Male Support In A Motion Picture,1997,4th Annual,Actor in a Supporting Role,TRUE
Billy Connolly,Mrs. Brown,Male Support In A Motion Picture,1997,4th Annual,Actor in a Supporting Role,FALSE
George C. Scott,12 Angry Men,Male In A Television Movie Or Limited Series,1997,4th Annual,,FALSE
Jack Lemmon,12 Angry Men,Male In A Television Movie Or Limited Series,1997,4th Annual,,FALSE
Ving Rhames,Don King: Only In America,Male In A Television Movie Or Limited Series,1997,4th Annual,,FALSE
Gary Sinise,George Wallace,Male In A Television Movie Or Limited Series,1997,4th Annual,,TRUE
Sidney Poitier,Mandela And De Klerk,Male In A Television Movie Or Limited Series,1997,4th Annual,,FALSE
Dan Hedaya,Marvin's Room,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Diane Keaton,Marvin's Room,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Gwen Verdon,Marvin's Room,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Hal Scardino,Marvin's Room,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Hume Cronyn,Marvin's Room,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Leonardo Dicaprio,Marvin's Room,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Meryl Streep,Marvin's Room,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Robert De Niro,Marvin's Room,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Armin Mueller-Stahl,Shine,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Geoffrey Rush,Shine,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Googie Withers,Shine,Cast In A Motion Picture,1996,3rd Annual,,FALSE
John Gielgud,Shine,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Lynn Redgrave,Shine,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Noah Taylor,Shine,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Billy Bob Thornton,Sling Blade,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Dwight Yoakam,Sling Blade,Cast In A Motion Picture,1996,3rd Annual,,FALSE
J.t. Walsh,Sling Blade,Cast In A Motion Picture,1996,3rd Annual,,FALSE
James Hampton,Sling Blade,Cast In A Motion Picture,1996,3rd Annual,,FALSE
John Ritter,Sling Blade,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Lucas Black,Sling Blade,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Natalie Canerday,Sling Blade,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Robert Duvall,Sling Blade,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Christine Baranski,The Birdcage,Cast In A Motion Picture,1996,3rd Annual,,TRUE
Dan Futterman,The Birdcage,Cast In A Motion Picture,1996,3rd Annual,,TRUE
Dianne Wiest,The Birdcage,Cast In A Motion Picture,1996,3rd Annual,,TRUE
Gene Hackman,The Birdcage,Cast In A Motion Picture,1996,3rd Annual,,TRUE
Hank Azaria,The Birdcage,Cast In A Motion Picture,1996,3rd Annual,,TRUE
Nathan Lane,The Birdcage,Cast In A Motion Picture,1996,3rd Annual,,TRUE
Robin Williams,The Birdcage,Cast In A Motion Picture,1996,3rd Annual,,TRUE
Colin Firth,The English Patient,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Jürgen Prochnow,The English Patient,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Julian Wadham,The English Patient,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Juliette Binoche,The English Patient,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Kristin Scott Thomas,The English Patient,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Naveen Andrews,The English Patient,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Ralph Fiennes,The English Patient,Cast In A Motion Picture,1996,3rd Annual,,FALSE
Willem Dafoe,The English Patient,Cast In A Motion Picture,1996,3rd Annual,,FALSE
,3rd Rock From The Sun,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
French Stewart,3rd Rock From The Sun,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Jane Curtin,3rd Rock From The Sun,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
John Lithgow,3rd Rock From The Sun,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
